"","192","193","178","165","154","155","145","136","129","122","137","116","111","106","102","98","94","97","90","84","87","78","74","76","81","72","71","66","69","61","59","64","58","54","51","45","46","42","38","33","34","29","27","26","23","22","19","18","16","15","14","12","10","9","8","7","5","4"
"W2045162","mc192-1","mc193-2","mc178-7","mc165-9","mc154-12","mc155-15","mc145-16","mc136-15","mc129-9","mc122-19","mc137-14","mc116-19","mc111-19","mc106-21","mc102-20","mc98-23","mc94-25","mc97-23","mc90-23","mc84-18","mc87-22","mc78-29","mc74-27","mc76-22","mc81-25","mc72-29","mc71-29","mc66-35","mc69-31","mc61-36","mc59-32","mc64-24","mc58-39","mc54-35","mc51-40","mc45-52","mc46-51","mc42-25","mc38-32","mc33-37","mc34-71","mc29-65","mc27-39","mc26-77","mc23-54","mc22-59","mc19-126","mc18-72","mc16-122","mc15-148","mc14-63","mc12-96","mc10-232","mc9-145","mc8-210","mc7-305","mc5-440","mc4-236"
"W2045164","mc192-2","mc193-1","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-21","mc97-20","mc90-24","mc84-13","mc87-24","mc78-26","mc74-11","mc76-21","mc81-23","mc72-27","mc71-31","mc66-32","mc69-29","mc61-33","mc59-29","mc64-28","mc58-21","mc54-30","mc51-44","mc45-38","mc46-46","mc42-56","mc38-60","mc33-71","mc34-36","mc29-50","mc27-85","mc26-58","mc23-74","mc22-64","mc19-67","mc18-111","mc16-73","mc15-109","mc14-166","mc12-196","mc10-121","mc9-96","mc8-195","mc7-161","mc5-238","mc4-263"
"W2045189",NA,NA,"mc178-11","mc165-4","mc154-8","mc155-2","mc145-15","mc136-12","mc129-18","mc122-7","mc137-9","mc116-11","mc111-11","mc106-14","mc102-16","mc98-17","mc94-14","mc97-9","mc90-14","mc84-26","mc87-17","mc78-20","mc74-18","mc76-18","mc81-17","mc72-18","mc71-22","mc66-25","mc69-16","mc61-34","mc59-37","mc64-29","mc58-23","mc54-33","mc51-29","mc45-39","mc46-48","mc42-49","mc38-56","mc33-68","mc34-43","mc29-52","mc27-74","mc26-77","mc23-55","mc22-83","mc19-52","mc18-72","mc16-65","mc15-123","mc14-118","mc12-200","mc10-107","mc9-152","mc8-193","mc7-166","mc5-214","mc4-130"
"W2045190","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-17","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-14","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-25","mc42-46","mc38-61","mc33-72","mc34-22","mc29-51","mc27-88","mc26-87","mc23-49","mc22-72","mc19-57","mc18-100","mc16-138","mc15-56","mc14-62","mc12-188","mc10-228","mc9-167","mc8-209","mc7-165","mc5-415","mc4-271"
"W2045191","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-20","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-65","mc34-38","mc29-47","mc27-84","mc26-52","mc23-79","mc22-80","mc19-55","mc18-75","mc16-63","mc15-118","mc14-170","mc12-191","mc10-105","mc9-120","mc8-204","mc7-214","mc5-254","mc4-142"
"W2045192","mc192-10","mc193-8","mc178-1","mc165-10","mc154-4","mc155-11","mc145-1","mc136-1","mc129-4","mc122-3","mc137-1","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-14","mc29-20","mc27-21","mc26-16","mc23-11","mc22-27","mc19-30","mc18-28","mc16-17","mc15-37","mc14-33","mc12-45",NA,"mc9-21","mc8-23","mc7-106","mc5-19","mc4-408"
"W2045194","mc192-4","mc193-4","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-16","mc122-7","mc137-9","mc116-17","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-14","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-65","mc34-38","mc29-47","mc27-84","mc26-47","mc23-79","mc22-80","mc19-56","mc18-63","mc16-60","mc15-120","mc14-74","mc12-191","mc10-112","mc9-153","mc8-99","mc7-149","mc5-277","mc4-223"
"W2045195","mc192-4","mc193-4","mc178-10","mc165-2","mc154-7","mc155-2","mc145-7","mc136-11","mc129-16","mc122-11","mc137-8","mc116-10","mc111-8","mc106-10","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-14","mc64-20","mc58-19","mc54-18","mc51-25","mc45-21","mc46-25","mc42-39","mc38-43","mc33-48","mc34-22","mc29-36","mc27-61","mc26-32","mc23-80","mc22-42","mc19-53","mc18-63","mc16-60","mc15-120","mc14-62","mc12-162","mc10-112","mc9-153","mc8-99","mc7-167","mc5-209","mc4-64"
"W2045205","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-14","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-11","mc81-14","mc72-14","mc71-14","mc66-16","mc69-13","mc61-20","mc59-17","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-18","mc42-37","mc38-45","mc33-57","mc34-27","mc29-42","mc27-57","mc26-79","mc23-36","mc22-47","mc19-72","mc18-39","mc16-51","mc15-105","mc14-57","mc12-148","mc10-77","mc9-101","mc8-139","mc7-216","mc5-167","mc4-181"
"W2045218","mc192-3","mc193-3","mc178-9","mc165-7","mc154-6","mc155-4","mc145-7","mc136-10","mc129-15","mc122-19","mc137-13","mc116-13","mc111-12","mc106-20","mc102-10","mc98-14","mc94-13","mc97-12","mc90-12","mc84-28","mc87-10","mc78-11","mc74-13","mc76-16","mc81-10","mc72-22","mc71-21","mc66-23","mc69-18","mc61-24","mc59-21","mc64-19","mc58-37","mc54-25","mc51-26","mc45-24","mc46-30","mc42-29","mc38-59","mc33-66","mc34-39","mc29-45","mc27-43","mc26-81","mc23-60","mc22-51","mc19-97","mc18-102","mc16-130","mc15-149","mc14-92","mc12-105","mc10-201","mc9-249","mc8-156","mc7-338","mc5-432","mc4-260"
"W2045224","mc192-5","mc193-6","mc178-11","mc165-4","mc154-8","mc155-2","mc145-9","mc136-8","mc129-18","mc122-7","mc137-9","mc116-10","mc111-11","mc106-14","mc102-16","mc98-17","mc94-14","mc97-9","mc90-14","mc84-17","mc87-17","mc78-20","mc74-18","mc76-18","mc81-17","mc72-18","mc71-22","mc66-25","mc69-16","mc61-34","mc59-37","mc64-35","mc58-23","mc54-33","mc51-29","mc45-39","mc46-48","mc42-49","mc38-56","mc33-68","mc34-43","mc29-52","mc27-74","mc26-77","mc23-55","mc22-83","mc19-52","mc18-79","mc16-71","mc15-95","mc14-125","mc12-90","mc10-78","mc9-150","mc8-226","mc7-157","mc5-223","mc4-220"
"W2045225","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-20","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-65","mc34-38","mc29-47","mc27-84","mc26-47","mc23-79","mc22-80","mc19-56","mc18-63","mc16-60","mc15-120","mc14-170","mc12-191","mc10-112","mc9-119","mc8-288","mc7-281","mc5-410","mc4-115"
"W2045226","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-23","mc45-18","mc46-19","mc42-43","mc38-51","mc33-59","mc34-31","mc29-54","mc27-54","mc26-34","mc23-40","mc22-58","mc19-39","mc18-43","mc16-79","mc15-63","mc14-63","mc12-142","mc10-98","mc9-99","mc8-122","mc7-183","mc5-202","mc4-168"
"W2045233","mc192-9","mc193-7","mc178-3","mc165-12","mc154-1","mc155-7","mc145-4","mc136-4","mc129-1","mc122-4","mc137-3","mc116-4","mc111-5","mc106-6","mc102-5","mc98-6","mc94-1","mc97-6","mc90-1","mc84-7","mc87-1","mc78-7","mc74-7","mc76-1","mc81-7","mc72-1","mc71-1","mc66-2","mc69-2","mc61-1","mc59-8","mc64-1","mc58-6","mc54-9","mc51-13","mc45-13","mc46-11","mc42-5","mc38-11","mc33-12","mc34-12","mc29-14","mc27-13","mc26-23","mc23-23","mc22-8","mc19-20","mc18-16","mc16-32","mc15-9","mc14-3","mc12-17","mc10-8","mc9-3","mc8-12","mc7-111","mc5-75","mc4-469"
"W2045236","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-18","mc54-17","mc51-19","mc45-18","mc46-19","mc42-46","mc38-42","mc33-49","mc34-26","mc29-39","mc27-64","mc26-35","mc23-32","mc22-32","mc19-46","mc18-41","mc16-46","mc15-65","mc14-79","mc12-153","mc10-119","mc9-86","mc8-109","mc7-186","mc5-180","mc4-67"
"W2045242","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-2","mc145-7","mc136-11","mc129-16","mc122-11","mc137-12","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-15","mc61-23","mc59-14","mc64-20","mc58-19","mc54-23","mc51-25","mc45-42","mc46-28","mc42-51","mc38-57","mc33-50","mc34-38","mc29-37","mc27-63","mc26-36","mc23-34","mc22-31","mc19-45","mc18-42","mc16-45","mc15-46","mc14-74","mc12-165","mc10-135","mc9-92","mc8-98","mc7-141","mc5-253","mc4-189"
"W2045248","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-11","mc61-21","mc59-18","mc64-17","mc58-17","mc54-18","mc51-15","mc45-21","mc46-25","mc42-39","mc38-43","mc33-48","mc34-22","mc29-36","mc27-61","mc26-32","mc23-39","mc22-42","mc19-53","mc18-35","mc16-53","mc15-94","mc14-73","mc12-163","mc10-136","mc9-88","mc8-103","mc7-212","mc5-163","mc4-153"
"W2045258","mc192-2","mc193-1","mc178-8","mc165-5","mc154-10","mc155-5","mc145-8","mc136-12","mc129-17","mc122-8","mc137-17","mc116-12","mc111-16","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-19","mc66-20","mc69-20","mc61-13","mc59-23","mc64-27","mc58-24","mc54-21","mc51-22","mc45-27","mc46-33","mc42-53","mc38-49","mc33-62","mc34-37","mc29-57","mc27-86","mc26-57","mc23-70","mc22-68","mc19-71","mc18-78","mc16-75","mc15-107","mc14-128","mc12-178","mc10-75","mc9-107","mc8-129","mc7-126","mc5-233","mc4-221"
"W2045259","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-2","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-14","mc29-1","mc27-18","mc26-22","mc23-8","mc22-23","mc19-23","mc18-26","mc16-28","mc15-32","mc14-40","mc12-54","mc10-48","mc9-56","mc8-90","mc7-83","mc5-98","mc4-443"
"W2045262","mc192-5","mc193-6","mc178-12","mc165-5","mc154-10","mc155-5","mc145-8","mc136-7","mc129-17","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-18","mc66-21","mc69-21","mc61-15","mc59-39","mc64-27","mc58-25","mc54-22","mc51-24","mc45-27","mc46-33","mc42-53","mc38-49","mc33-62","mc34-37","mc29-57","mc27-72","mc26-54","mc23-70","mc22-68","mc19-63","mc18-81","mc16-71","mc15-110","mc14-140","mc12-184","mc10-231","mc9-213","mc8-201","mc7-343","mc5-222","mc4-333"
"W2045265","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-4","mc145-7","mc136-11","mc129-16","mc122-10","mc137-8","mc116-7","mc111-8","mc106-12","mc102-9","mc98-13","mc94-12","mc97-14","mc90-13","mc84-27","mc87-16","mc78-21","mc74-12","mc76-17","mc81-18","mc72-21","mc71-20","mc66-22","mc69-17","mc61-23","mc59-20","mc64-20","mc58-28","mc54-23","mc51-27","mc45-42","mc46-30","mc42-51","mc38-59","mc33-66","mc34-39","mc29-44","mc27-78","mc26-52","mc23-76","mc22-82","mc19-55","mc18-75","mc16-62","mc15-113","mc14-119","mc12-181","mc10-110","mc9-156","mc8-296","mc7-256","mc5-401","mc4-90"
"W2045280","mc192-9","mc193-10","mc178-3","mc165-12","mc154-5","mc155-10","mc145-3","mc136-2","mc129-6","mc122-2","mc137-2","mc116-2","mc111-4","mc106-4","mc102-1","mc98-5","mc94-8","mc97-5","mc90-5","mc84-1","mc87-8","mc78-5","mc74-1","mc76-4","mc81-6","mc72-6","mc71-10","mc66-10","mc69-9","mc61-9","mc59-2","mc64-10","mc58-12","mc54-11","mc51-4","mc45-4","mc46-17","mc42-7","mc38-8","mc33-15","mc34-15","mc29-2","mc27-16","mc26-20","mc23-5","mc22-24","mc19-24","mc18-23","mc16-30","mc15-29","mc14-44","mc12-61","mc10-54","mc9-67","mc8-78","mc7-101","mc5-80","mc4-424"
"W2045287","mc192-5","mc193-6","mc178-12","mc165-1","mc154-10","mc155-3","mc145-8","mc136-7","mc129-12","mc122-13","mc137-10","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-19","mc74-20","mc76-15","mc81-13","mc72-16","mc71-12","mc66-13","mc69-12","mc61-17","mc59-15","mc64-12","mc58-14","mc54-15","mc51-20","mc45-27","mc46-20","mc42-43","mc38-51","mc33-60","mc34-37","mc29-41","mc27-53","mc26-54","mc23-70","mc22-68","mc19-37","mc18-51","mc16-39","mc15-60","mc14-81","mc12-150","mc10-121","mc9-96","mc8-135","mc7-130","mc5-243","mc4-74"
"W2045289","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-36","mc38-46","mc33-51","mc34-25","mc29-35","mc27-87","mc26-31","mc23-31","mc22-49","mc19-70","mc18-49","mc16-90","mc15-48","mc14-120","mc12-203","mc10-84","mc9-170","mc8-100","mc7-184","mc5-193","mc4-47"
"W2045292","mc192-6","mc193-5","mc178-13","mc165-1","mc154-9","mc155-3","mc145-10","mc136-9","mc129-12","mc122-13","mc137-12","mc116-8","mc111-13","mc106-9","mc102-11","mc98-10","mc94-9","mc97-15","mc90-15","mc84-23","mc87-13","mc78-18","mc74-20","mc76-15","mc81-13","mc72-17","mc71-13","mc66-14","mc69-12","mc61-17","mc59-16","mc64-13","mc58-14","mc54-16","mc51-17","mc45-17","mc46-23","mc42-42","mc38-50","mc33-55","mc34-31","mc29-40","mc27-55","mc26-45","mc23-33","mc22-37","mc19-40","mc18-46","mc16-50","mc15-64","mc14-56","mc12-159","mc10-116","mc9-98","mc8-119","mc7-175","mc5-184","mc4-182"
"W2045301","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-16","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-43","mc33-48","mc34-21","mc29-36","mc27-61","mc26-32","mc23-30","mc22-42","mc19-41","mc18-36","mc16-55","mc15-45","mc14-75","mc12-155","mc10-129","mc9-87","mc8-104","mc7-205","mc5-247","mc4-50"
"W2045303","mc192-4","mc193-4","mc178-11","mc165-4","mc154-8","mc155-6","mc145-15","mc136-12","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-14","mc102-21","mc98-16","mc94-16","mc97-20","mc90-24","mc84-17","mc87-24","mc78-13","mc74-11","mc76-21","mc81-11","mc72-18","mc71-19","mc66-20","mc69-20","mc61-13","mc59-14","mc64-28","mc58-21","mc54-30","mc51-44","mc45-38","mc46-48","mc42-49","mc38-61","mc33-71","mc34-43","mc29-53","mc27-81","mc26-58","mc23-92","mc22-105","mc19-113","mc18-85","mc16-101","mc15-143","mc14-168","mc12-90","mc10-211","mc9-216","mc8-234","mc7-350","mc5-435","mc4-349"
"W2045310","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-14","mc76-12","mc81-16","mc72-17","mc71-13","mc66-14","mc69-10","mc61-20","mc59-16","mc64-13","mc58-15","mc54-16","mc51-17","mc45-19","mc46-21","mc42-45","mc38-45","mc33-56","mc34-24","mc29-40","mc27-62","mc26-33","mc23-33","mc22-37","mc19-40","mc18-46","mc16-50","mc15-47","mc14-72","mc12-157","mc10-116","mc9-98","mc8-156","mc7-212",NA,NA
"W2045313","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-47","mc33-56","mc34-29","mc29-38","mc27-59","mc26-37","mc23-37","mc22-35","mc19-49","mc18-50","mc16-48","mc15-54","mc14-82","mc12-138","mc10-125","mc9-106","mc8-125","mc7-223","mc5-267","mc4-159"
"W2045315","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-16","mc45-22","mc46-26","mc42-37","mc38-46","mc33-51","mc34-25","mc29-35","mc27-58","mc26-31","mc23-31","mc22-43","mc19-48","mc18-40","mc16-44","mc15-49","mc14-78","mc12-151","mc10-130","mc9-163","mc8-100","mc7-185","mc5-193","mc4-304"
"W2045317","mc192-2","mc193-1","mc178-8","mc165-8","mc154-11","mc155-14","mc145-15","mc136-12","mc129-11","mc122-17","mc137-17","mc116-16","mc111-16","mc106-17","mc102-21","mc98-21","mc94-21","mc97-20","mc90-26","mc84-13","mc87-25","mc78-26","mc74-29","mc76-28","mc81-23","mc72-27","mc71-33","mc66-32","mc69-28","mc61-30","mc59-30","mc64-32","mc58-34","mc54-37","mc51-36","mc45-34","mc46-41","mc42-31","mc38-24","mc33-27","mc34-56","mc29-68","mc27-46","mc26-72","mc23-84","mc22-95","mc19-84","mc18-100","mc16-126","mc15-160","mc14-101","mc12-78","mc10-185","mc9-174","mc8-182","mc7-226","mc5-305","mc4-43"
"W2045328","mc192-9","mc193-10","mc178-3","mc165-12","mc154-2","mc155-9","mc145-2","mc136-3","mc129-5","mc122-3","mc137-2","mc116-3","mc111-3","mc106-5","mc102-1","mc98-4","mc94-7","mc97-4","mc90-4","mc84-2","mc87-7","mc78-6","mc74-2","mc76-5","mc81-5","mc72-7","mc71-9","mc66-11","mc69-8","mc61-8","mc59-1","mc64-9","mc58-11","mc54-12","mc51-5","mc45-5","mc46-16","mc42-6","mc38-9","mc33-14","mc34-14","mc29-3","mc27-18","mc26-22","mc23-8","mc22-22","mc19-23","mc18-26","mc16-28","mc15-28","mc14-43","mc12-53","mc10-16","mc9-61","mc8-67","mc7-85","mc5-95","mc4-532"
"W2045331","mc192-4","mc193-4","mc178-10","mc165-6","mc154-7","mc155-5","mc145-7","mc136-11","mc129-16","mc122-8","mc137-10","mc116-12","mc111-13","mc106-13","mc102-15","mc98-16","mc94-15","mc97-13","mc90-11","mc84-20","mc87-11","mc78-13","mc74-19","mc76-19","mc81-11","mc72-19","mc71-19","mc66-20","mc69-20","mc61-13","mc59-23","mc64-27","mc58-24","mc54-21","mc51-22","mc45-27","mc46-33","mc42-52","mc38-53","mc33-63","mc34-34","mc29-56","mc27-69","mc26-55","mc23-71","mc22-71","mc19-65","mc18-79","mc16-71","mc15-115","mc14-163","mc12-172","mc10-72","mc9-150","mc8-226","mc7-122","mc5-258","mc4-56"
"W2045333","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-19","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-45","mc33-50","mc34-24","mc29-35","mc27-63","mc26-36","mc23-31","mc22-43","mc19-48","mc18-40","mc16-44","mc15-102","mc14-76","mc12-146","mc10-120","mc9-84","mc8-126","mc7-200","mc5-185","mc4-124"
"W2045336","mc192-5","mc193-6","mc178-12","mc165-9","mc154-12","mc155-3","mc145-16","mc136-15","mc129-8","mc122-13","mc137-14","mc116-19","mc111-19","mc106-9","mc102-14","mc98-9","mc94-24","mc97-24","mc90-22","mc84-22","mc87-23","mc78-18","mc74-24","mc76-14","mc81-29","mc72-32","mc71-27","mc66-34","mc69-34","mc61-35","mc59-35","mc64-25","mc58-39","mc54-34","mc51-41","mc45-47","mc46-34","mc42-25","mc38-32","mc33-37","mc34-71","mc29-65","mc27-37","mc26-84","mc23-54","mc22-62","mc19-100","mc18-96","mc16-120","mc15-72","mc14-139","mc12-103","mc10-232","mc9-222","mc8-251","mc7-306","mc5-384","mc4-338"
"W2045337","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-10","mc61-20","mc59-19","mc64-16","mc58-15","mc54-20","mc51-17","mc45-23","mc46-27","mc42-38","mc38-44","mc33-50","mc34-24","mc29-37","mc27-63","mc26-36","mc23-34","mc22-31","mc19-45","mc18-42","mc16-45","mc15-46","mc14-74","mc12-165","mc10-135","mc9-92","mc8-114","mc7-202","mc5-196","mc4-82"
"W2045340","mc192-6","mc193-5","mc178-13","mc165-3","mc154-9","mc155-1","mc145-10","mc136-9","mc129-13","mc122-12","mc137-11","mc116-9","mc111-9","mc106-11","mc102-12","mc98-11","mc94-10","mc97-16","mc90-17","mc84-25","mc87-15","mc78-16","mc74-17","mc76-12","mc81-16","mc72-14","mc71-16","mc66-16","mc69-13","mc61-20","mc59-16","mc64-16","mc58-16","mc54-19","mc51-18","mc45-19","mc46-21","mc42-45","mc38-46","mc33-56","mc34-25","mc29-38","mc27-58","mc26-38","mc23-33","mc22-34","mc19-51","mc18-37","mc16-49","mc15-51","mc14-83","mc12-137","mc10-124","mc9-167","mc8-159","mc7-194","mc5-196","mc4-156"
"W2045342","mc192-6","mc193-5","mc178-13","mc165-2","mc154-9","mc155-2","mc145-9","mc136-8","mc129-13","mc122-11","mc137-12","mc116-10","mc111-10","mc106-10","mc102-13","mc98-12","mc94-11","mc97-17","mc90-16","mc84-24","mc87-14","mc78-15","mc74-15","mc76-13","mc81-15","mc72-15","mc71-15","mc66-17","mc69-14","mc61-21","mc59-18","mc64-17","mc58-17","mc54-18","mc51-19","mc45-21","mc46-25","mc42-39","mc38-43","mc33-49","mc34-22","mc29-39","mc27-56","mc26-49","mc23-35","mc22-69","mc19-68","mc18-71","mc16-54","mc15-122","mc14-160","mc12-204","mc10-219","mc9-161","mc8-158","mc7-211","mc5-213","mc4-85"
