"","100","99","98","97","96","95","94","93","92","91","90","89","88","87","86","85","84","83","82","81","80","79","78","77","76","75","74","73","72","71","70","69","68","67","66","65","64","63","62","61","60","59","58","57","56","55","54","53","52","51","50","49","48","47","46","45","44","43","42","41","40","39","38","37","36","35","34","33","32","31","30","29","28","27","26","25","24","23","22","21","20","19","18","17","16","15","14","13","12","11","10","9","8","7","6","5","4","3","2"
"W2040818","mc100-17","mc99-18","mc98-18","mc97-18","mc96-18","mc95-17","mc94-17","mc93-17","mc92-17","mc91-18","mc90-18","mc89-18","mc88-18","mc87-18","mc86-18","mc85-17","mc84-17","mc83-17","mc82-17","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-17","mc74-17","mc73-17","mc72-16","mc71-16","mc70-15","mc69-15","mc68-14","mc67-14","mc66-13","mc65-13","mc64-12","mc63-12","mc62-12","mc61-12","mc60-11","mc59-11","mc58-10","mc57-9","mc56-9","mc55-8","mc54-7","mc53-6","mc52-5","mc51-4","mc50-3","mc49-2","mc48-1","mc47-36","mc46-36","mc45-36","mc44-36","mc43-36","mc42-36","mc41-36","mc40-36","mc39-35","mc38-35","mc37-33","mc36-31","mc35-30","mc34-27","mc33-25","mc32-23","mc31-21","mc30-18","mc29-15","mc28-13","mc27-10","mc26-6","mc25-3","mc24-19","mc23-14","mc22-11","mc21-5","mc20-38","mc19-33","mc18-27","mc17-22","mc16-14","mc15-5","mc14-6","mc13-102","mc12-95","mc11-88","mc10-74","mc9-55","mc8-25","mc7-246","mc6-263","mc5-253","mc4-223","mc3-66","mc2-277"
"W2040819","mc100-22","mc99-23","mc98-23","mc97-23","mc96-23","mc95-23","mc94-23","mc93-23","mc92-23","mc91-24","mc90-24","mc89-24","mc88-24","mc87-24","mc86-24","mc85-25","mc84-25","mc83-25","mc82-26","mc81-26","mc80-26","mc79-26","mc78-26","mc77-27","mc76-27","mc75-27","mc74-28","mc73-28","mc72-27","mc71-27","mc70-27","mc69-27","mc68-26","mc67-26","mc66-25","mc65-25","mc64-24","mc63-24","mc62-24","mc61-25","mc60-25","mc59-25","mc58-24","mc57-24","mc56-24","mc55-24","mc54-23","mc53-22","mc52-22","mc51-21","mc50-20","mc49-20","mc48-19","mc47-18","mc46-17","mc45-16","mc44-15","mc43-13","mc42-13","mc41-12","mc40-11","mc39-10","mc38-9","mc37-7","mc36-5","mc35-4","mc34-1","mc33-66","mc32-66","mc31-67","mc30-67","mc29-69","mc28-70","mc27-72","mc26-73","mc25-73","mc24-73","mc23-71","mc22-70","mc21-70","mc20-70","mc19-65","mc18-61","mc17-60","mc16-57","mc15-54","mc14-46","mc13-36","mc12-20","mc11-4","mc10-151","mc9-147","mc8-128","mc7-103","mc6-59","mc5-372","mc4-430","mc3-511","mc2-561"
"W2040823","mc100-10","mc99-10","mc98-10","mc97-10","mc96-10","mc95-9","mc94-9","mc93-9","mc92-9","mc91-8","mc90-8","mc89-8","mc88-7","mc87-7","mc86-7","mc85-6","mc84-6","mc83-6","mc82-5","mc81-5","mc80-5","mc79-4","mc78-4","mc77-3","mc76-3","mc75-3","mc74-2","mc73-2","mc72-1","mc71-1","mc70-17","mc69-17","mc68-16","mc67-16","mc66-15","mc65-15","mc64-14","mc63-14","mc62-14","mc61-14","mc60-14","mc59-14","mc58-13","mc57-13","mc56-13","mc55-13","mc54-12","mc53-11","mc52-11","mc51-10","mc50-9","mc49-9","mc48-8","mc47-7","mc46-6","mc45-5","mc44-4","mc43-2","mc42-1","mc41-41","mc40-41","mc39-40","mc38-40","mc37-39","mc36-37","mc35-36","mc34-34","mc33-33","mc32-31","mc31-29","mc30-26","mc29-23","mc28-21","mc27-19","mc26-16","mc25-13","mc24-10","mc23-5","mc22-2","mc21-57","mc20-54","mc19-49","mc18-45","mc17-42","mc16-34","mc15-29","mc14-18","mc13-5","mc12-100","mc11-93","mc10-79","mc9-63","mc8-33","mc7-123","mc6-83","mc5-14","mc4-267","mc3-144","mc2-287"
"W2040825","mc100-1","mc99-4","mc98-4","mc97-4","mc96-4","mc95-3","mc94-3","mc93-3","mc92-3","mc91-2","mc90-2","mc89-2","mc88-1","mc87-1","mc86-1","mc85-22","mc84-22","mc83-22","mc82-22","mc81-22","mc80-22","mc79-22","mc78-22","mc77-23","mc76-23","mc75-23","mc74-24","mc73-24","mc72-23","mc71-23","mc70-23","mc69-23","mc68-22","mc67-22","mc66-21","mc65-21","mc64-20","mc63-20","mc62-20","mc61-20","mc60-20","mc59-20","mc58-19","mc57-19","mc56-19","mc55-19","mc54-18","mc53-17","mc52-17","mc51-16","mc50-15","mc49-15","mc48-14","mc47-13","mc46-12","mc45-11","mc44-10","mc43-8","mc42-8","mc41-7","mc40-5","mc39-4","mc38-2","mc37-55","mc36-55","mc35-55","mc34-56","mc33-56","mc32-56","mc31-55","mc30-55","mc29-56","mc28-56","mc27-56","mc26-56","mc25-54","mc24-54","mc23-51","mc22-49","mc21-44","mc20-40","mc19-35","mc18-29","mc17-24","mc16-16","mc15-8","mc14-68","mc13-60","mc12-45","mc11-31","mc10-10","mc9-39","mc8-8","mc7-12","mc6-354","mc5-404","mc4-488","mc3-614","mc2-764"
"W2040826","mc100-6","mc99-6","mc98-6","mc97-6","mc96-6","mc95-5","mc94-5","mc93-5","mc92-5","mc91-4","mc90-4","mc89-4","mc88-3","mc87-3","mc86-3","mc85-2","mc84-2","mc83-2","mc82-1","mc81-1","mc80-1","mc79-29","mc78-29","mc77-30","mc76-30","mc75-30","mc74-31","mc73-31","mc72-32","mc71-32","mc70-32","mc69-32","mc68-32","mc67-32","mc66-31","mc65-31","mc64-30","mc63-30","mc62-30","mc61-31","mc60-32","mc59-32","mc58-32","mc57-32","mc56-32","mc55-32","mc54-32","mc53-32","mc52-33","mc51-32","mc50-32","mc49-33","mc48-32","mc47-31","mc46-31","mc45-31","mc44-30","mc43-29","mc42-29","mc41-29","mc40-28","mc39-27","mc38-27","mc37-25","mc36-23","mc35-22","mc34-19","mc33-17","mc32-15","mc31-13","mc30-10","mc29-7","mc28-5","mc27-2","mc26-33","mc25-31","mc24-30","mc23-25","mc22-22","mc21-16","mc20-10","mc19-4","mc18-37","mc17-32","mc16-24","mc15-16","mc14-4","mc13-31","mc12-15","mc11-104","mc10-92","mc9-77","mc8-49","mc7-6","mc6-185","mc5-137","mc4-30","mc3-241","mc2-50"
"W2040829","mc100-9","mc99-9","mc98-9","mc97-9","mc96-9","mc95-8","mc94-8","mc93-8","mc92-8","mc91-7","mc90-7","mc89-7","mc88-6","mc87-6","mc86-6","mc85-5","mc84-5","mc83-5","mc82-4","mc81-4","mc80-4","mc79-3","mc78-3","mc77-2","mc76-2","mc75-2","mc74-1","mc73-1","mc72-30","mc71-30","mc70-30","mc69-30","mc68-29","mc67-29","mc66-28","mc65-28","mc64-27","mc63-27","mc62-27","mc61-28","mc60-29","mc59-29","mc58-28","mc57-28","mc56-28","mc55-28","mc54-28","mc53-27","mc52-27","mc51-26","mc50-25","mc49-25","mc48-24","mc47-23","mc46-22","mc45-22","mc44-21","mc43-19","mc42-19","mc41-19","mc40-18","mc39-17","mc38-16","mc37-14","mc36-12","mc35-11","mc34-8","mc33-6","mc32-4","mc31-2","mc30-28","mc29-25","mc28-24","mc27-23","mc26-20","mc25-17","mc24-15","mc23-10","mc22-7","mc21-1","mc20-67","mc19-62","mc18-58","mc17-56","mc16-52","mc15-49","mc14-41","mc13-30","mc12-14","mc11-107","mc10-95","mc9-81","mc8-54","mc7-11","mc6-288","mc5-294","mc4-294","mc3-183","mc2-765"
"W2040833","mc100-8","mc99-8","mc98-8","mc97-8","mc96-8","mc95-7","mc94-7","mc93-7","mc92-7","mc91-6","mc90-6","mc89-6","mc88-5","mc87-5","mc86-5","mc85-4","mc84-4","mc83-4","mc82-3","mc81-3","mc80-3","mc79-2","mc78-2","mc77-1","mc76-1","mc75-1","mc74-12","mc73-12","mc72-11","mc71-11","mc70-10","mc69-10","mc68-9","mc67-9","mc66-8","mc65-8","mc64-7","mc63-6","mc62-6","mc61-5","mc60-4","mc59-4","mc58-3","mc57-2","mc56-2","mc55-1","mc54-26","mc53-25","mc52-25","mc51-24","mc50-23","mc49-23","mc48-22","mc47-21","mc46-20","mc45-19","mc44-18","mc43-16","mc42-16","mc41-15","mc40-14","mc39-13","mc38-12","mc37-10","mc36-8","mc35-7","mc34-4","mc33-2","mc32-73","mc31-75","mc30-77","mc29-80","mc28-83","mc27-86","mc26-89","mc25-90","mc24-92","mc23-94","mc22-95","mc21-98","mc20-102","mc19-100","mc18-100","mc17-103","mc16-104","mc15-107","mc14-107","mc13-106","mc12-99","mc11-92","mc10-78","mc9-62","mc8-32","mc7-197","mc6-184","mc5-136","mc4-29","mc3-615","mc2-766"
"W2040835","mc100-19","mc99-20","mc98-20","mc97-20","mc96-20","mc95-20","mc94-20","mc93-20","mc92-20","mc91-21","mc90-21","mc89-21","mc88-21","mc87-21","mc86-21","mc85-20","mc84-20","mc83-20","mc82-20","mc81-20","mc80-20","mc79-20","mc78-20","mc77-20","mc76-20","mc75-20","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-20","mc68-19","mc67-19","mc66-18","mc65-18","mc64-17","mc63-17","mc62-17","mc61-17","mc60-17","mc59-17","mc58-16","mc57-16","mc56-16","mc55-16","mc54-15","mc53-14","mc52-14","mc51-13","mc50-12","mc49-12","mc48-11","mc47-10","mc46-9","mc45-8","mc44-7","mc43-5","mc42-4","mc41-3","mc40-1","mc39-50","mc38-50","mc37-50","mc36-50","mc35-50","mc34-50","mc33-50","mc32-50","mc31-48","mc30-48","mc29-46","mc28-45","mc27-44","mc26-43","mc25-41","mc24-40","mc23-35","mc22-32","mc21-27","mc20-21","mc19-15","mc18-9","mc17-1","mc16-139","mc15-144","mc14-152","mc13-160","mc12-167","mc11-179","mc10-185","mc9-188","mc8-186","mc7-178","mc6-159","mc5-103","mc4-489","mc3-616","mc2-767"
"W2040839","mc100-3","mc99-2","mc98-2","mc97-2","mc96-2","mc95-1","mc94-1","mc93-1","mc92-1","mc91-12","mc90-12","mc89-12","mc88-12","mc87-12","mc86-12","mc85-11","mc84-11","mc83-11","mc82-10","mc81-10","mc80-10","mc79-10","mc78-10","mc77-9","mc76-9","mc75-9","mc74-8","mc73-8","mc72-7","mc71-7","mc70-6","mc69-6","mc68-5","mc67-5","mc66-4","mc65-4","mc64-3","mc63-2","mc62-2","mc61-1","mc60-13","mc59-13","mc58-12","mc57-11","mc56-11","mc55-11","mc54-10","mc53-9","mc52-8","mc51-7","mc50-6","mc49-5","mc48-4","mc47-3","mc46-2","mc45-1","mc44-32","mc43-32","mc42-32","mc41-32","mc40-32","mc39-31","mc38-31","mc37-29","mc36-27","mc35-26","mc34-23","mc33-21","mc32-19","mc31-17","mc30-14","mc29-11","mc28-9","mc27-6","mc26-2","mc25-81","mc24-81","mc23-82","mc22-82","mc21-83","mc20-86","mc19-82","mc18-80","mc17-82","mc16-83","mc15-84","mc14-81","mc13-73","mc12-58","mc11-48","mc10-27","mc9-232","mc8-253","mc7-276","mc6-305","mc5-327","mc4-351","mc3-316","mc2-20"
"W2040841","mc100-9","mc99-9","mc98-9","mc97-9","mc96-9","mc95-8","mc94-8","mc93-8","mc92-8","mc91-7","mc90-7","mc89-7","mc88-6","mc87-6","mc86-6","mc85-5","mc84-5","mc83-5","mc82-4","mc81-4","mc80-4","mc79-3","mc78-3","mc77-2","mc76-2","mc75-2","mc74-1","mc73-1","mc72-28","mc71-28","mc70-28","mc69-28","mc68-27","mc67-27","mc66-26","mc65-26","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-26","mc58-25","mc57-25","mc56-25","mc55-25","mc54-24","mc53-23","mc52-23","mc51-22","mc50-21","mc49-21","mc48-20","mc47-19","mc46-18","mc45-17","mc44-16","mc43-14","mc42-14","mc41-13","mc40-12","mc39-11","mc38-10","mc37-8","mc36-6","mc35-5","mc34-2","mc33-48","mc32-48","mc31-46","mc30-46","mc29-43","mc28-42","mc27-41","mc26-40","mc25-38","mc24-37","mc23-32","mc22-29","mc21-24","mc20-18","mc19-12","mc18-6","mc17-58","mc16-55","mc15-52","mc14-44","mc13-34","mc12-18","mc11-1","mc10-33","mc9-7","mc8-276","mc7-309","mc6-355","mc5-405","mc4-490","mc3-617","mc2-768"
"W2040848","mc100-10","mc99-10","mc98-10","mc97-10","mc96-10","mc95-9","mc94-9","mc93-9","mc92-9","mc91-8","mc90-8","mc89-8","mc88-7","mc87-7","mc86-7","mc85-6","mc84-6","mc83-6","mc82-5","mc81-5","mc80-5","mc79-4","mc78-4","mc77-3","mc76-3","mc75-3","mc74-2","mc73-2","mc72-1","mc71-1","mc70-33","mc69-33","mc68-34","mc67-34","mc66-34","mc65-34","mc64-34","mc63-34","mc62-34","mc61-35","mc60-36","mc59-36","mc58-37","mc57-37","mc56-37","mc55-38","mc54-38","mc53-39","mc52-40","mc51-40","mc50-40","mc49-41","mc48-40","mc47-41","mc46-41","mc45-41","mc44-41","mc43-41","mc42-41","mc41-42","mc40-42","mc39-41","mc38-41","mc37-40","mc36-38","mc35-37","mc34-35","mc33-34","mc32-32","mc31-30","mc30-27","mc29-24","mc28-22","mc27-20","mc26-17","mc25-14","mc24-11","mc23-6","mc22-3","mc21-74","mc20-74","mc19-69","mc18-65","mc17-65","mc16-65","mc15-62","mc14-56","mc13-48","mc12-33","mc11-17","mc10-60","mc9-37","mc8-6","mc7-40","mc6-157","mc5-100","mc4-54","mc3-263","mc2-337"
"W2040852","mc100-6","mc99-6","mc98-6","mc97-6","mc96-6","mc95-5","mc94-5","mc93-5","mc92-5","mc91-4","mc90-4","mc89-4","mc88-3","mc87-3","mc86-3","mc85-2","mc84-2","mc83-2","mc82-1","mc81-1","mc80-1","mc79-29","mc78-29","mc77-30","mc76-30","mc75-30","mc74-31","mc73-31","mc72-32","mc71-32","mc70-32","mc69-32","mc68-32","mc67-32","mc66-31","mc65-31","mc64-30","mc63-30","mc62-30","mc61-31","mc60-32","mc59-32","mc58-32","mc57-32","mc56-32","mc55-32","mc54-32","mc53-32","mc52-33","mc51-32","mc50-32","mc49-33","mc48-32","mc47-31","mc46-31","mc45-31","mc44-30","mc43-29","mc42-29","mc41-29","mc40-28","mc39-27","mc38-27","mc37-25","mc36-23","mc35-22","mc34-19","mc33-17","mc32-15","mc31-13","mc30-10","mc29-7","mc28-5","mc27-2","mc26-33","mc25-31","mc24-30","mc23-25","mc22-22","mc21-16","mc20-10","mc19-4","mc18-37","mc17-32","mc16-24","mc15-16","mc14-4","mc13-31","mc12-15","mc11-104","mc10-92","mc9-77","mc8-49","mc7-6","mc6-185","mc5-137","mc4-30","mc3-470","mc2-408"
"W2040861","mc100-18","mc99-19","mc98-19","mc97-19","mc96-19","mc95-19","mc94-19","mc93-19","mc92-19","mc91-20","mc90-20","mc89-20","mc88-20","mc87-20","mc86-20","mc85-19","mc84-19","mc83-19","mc82-19","mc81-19","mc80-19","mc79-19","mc78-19","mc77-19","mc76-19","mc75-19","mc74-19","mc73-19","mc72-18","mc71-18","mc70-18","mc69-18","mc68-17","mc67-17","mc66-16","mc65-16","mc64-15","mc63-15","mc62-15","mc61-15","mc60-15","mc59-15","mc58-14","mc57-14","mc56-14","mc55-14","mc54-13","mc53-12","mc52-12","mc51-11","mc50-10","mc49-10","mc48-9","mc47-8","mc46-7","mc45-6","mc44-5","mc43-3","mc42-2","mc41-1","mc40-53","mc39-53","mc38-53","mc37-53","mc36-53","mc35-53","mc34-54","mc33-54","mc32-54","mc31-52","mc30-52","mc29-50","mc28-49","mc27-48","mc26-47","mc25-45","mc24-45","mc23-41","mc22-38","mc21-33","mc20-28","mc19-23","mc18-17","mc17-9","mc16-7","mc15-81","mc14-78","mc13-70","mc12-55","mc11-43","mc10-22","mc9-121","mc8-100","mc7-71","mc6-18","mc5-239","mc4-201","mc3-35","mc2-769"
"W2040864","mc100-17","mc99-18","mc98-18","mc97-18","mc96-18","mc95-17","mc94-17","mc93-17","mc92-17","mc91-18","mc90-18","mc89-18","mc88-18","mc87-18","mc86-18","mc85-17","mc84-17","mc83-17","mc82-17","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-17","mc74-17","mc73-17","mc72-16","mc71-16","mc70-15","mc69-15","mc68-14","mc67-14","mc66-13","mc65-13","mc64-12","mc63-12","mc62-12","mc61-12","mc60-11","mc59-11","mc58-10","mc57-9","mc56-9","mc55-8","mc54-7","mc53-6","mc52-5","mc51-4","mc50-3","mc49-2","mc48-1","mc47-36","mc46-36","mc45-36","mc44-36","mc43-36","mc42-36","mc41-36","mc40-36","mc39-35","mc38-35","mc37-33","mc36-31","mc35-30","mc34-27","mc33-25","mc32-23","mc31-21","mc30-18","mc29-15","mc28-13","mc27-10","mc26-6","mc25-3","mc24-19","mc23-14","mc22-11","mc21-5","mc20-38","mc19-33","mc18-27","mc17-22","mc16-14","mc15-5","mc14-6","mc13-96","mc12-86","mc11-79","mc10-64","mc9-42","mc8-11","mc7-196","mc6-183","mc5-135","mc4-28","mc3-193","mc2-92"
"W2040870","mc100-4","mc99-3","mc98-3","mc97-3","mc96-3","mc95-2","mc94-2","mc93-2","mc92-2","mc91-1","mc90-1","mc89-1","mc88-26","mc87-26","mc86-26","mc85-27","mc84-27","mc83-27","mc82-28","mc81-28","mc80-28","mc79-28","mc78-28","mc77-29","mc76-29","mc75-29","mc74-30","mc73-30","mc72-31","mc71-31","mc70-31","mc69-31","mc68-31","mc67-31","mc66-30","mc65-30","mc64-29","mc63-29","mc62-29","mc61-30","mc60-31","mc59-31","mc58-31","mc57-31","mc56-31","mc55-31","mc54-31","mc53-31","mc52-32","mc51-31","mc50-31","mc49-32","mc48-31","mc47-30","mc46-30","mc45-30","mc44-29","mc43-28","mc42-28","mc41-28","mc40-27","mc39-26","mc38-26","mc37-24","mc36-22","mc35-21","mc34-18","mc33-16","mc32-14","mc31-12","mc30-9","mc29-6","mc28-4","mc27-1","mc26-70","mc25-70","mc24-70","mc23-68","mc22-67","mc21-67","mc20-65","mc19-60","mc18-56","mc17-54","mc16-48","mc15-44","mc14-36","mc13-24","mc12-8","mc11-24","mc10-2","mc9-83","mc8-56","mc7-14","mc6-230","mc5-199","mc4-123","mc3-499","mc2-506"
"W2040879","mc100-6","mc99-6","mc98-6","mc97-6","mc96-6","mc95-5","mc94-5","mc93-5","mc92-5","mc91-4","mc90-4","mc89-4","mc88-3","mc87-3","mc86-3","mc85-2","mc84-2","mc83-2","mc82-1","mc81-1","mc80-1","mc79-29","mc78-29","mc77-30","mc76-30","mc75-30","mc74-31","mc73-31","mc72-32","mc71-32","mc70-32","mc69-32","mc68-32","mc67-32","mc66-31","mc65-31","mc64-30","mc63-30","mc62-30","mc61-31","mc60-32","mc59-32","mc58-32","mc57-32","mc56-32","mc55-32","mc54-32","mc53-32","mc52-33","mc51-32","mc50-32","mc49-33","mc48-32","mc47-31","mc46-31","mc45-31","mc44-30","mc43-29","mc42-29","mc41-29","mc40-28","mc39-27","mc38-27","mc37-25","mc36-23","mc35-22","mc34-19","mc33-17","mc32-15","mc31-13","mc30-10","mc29-7","mc28-5","mc27-2","mc26-33","mc25-31","mc24-30","mc23-25","mc22-22","mc21-16","mc20-10","mc19-4","mc18-37","mc17-32","mc16-24","mc15-16","mc14-4","mc13-119","mc12-115","mc11-113","mc10-103","mc9-92","mc8-65","mc7-25","mc6-191","mc5-144","mc4-39","mc3-437","mc2-307"
"W2040885","mc100-2","mc99-1","mc98-1","mc97-1","mc96-1","mc95-25","mc94-25","mc93-25","mc92-25","mc91-26","mc90-26","mc89-26","mc88-27","mc87-27","mc86-27","mc85-28","mc84-28","mc83-28","mc82-29","mc81-29","mc80-29","mc79-30","mc78-30","mc77-31","mc76-31","mc75-31","mc74-32","mc73-32","mc72-33","mc71-33","mc70-34","mc69-34","mc68-35","mc67-35","mc66-36","mc65-36","mc64-36","mc63-36","mc62-36","mc61-37","mc60-38","mc59-38","mc58-39","mc57-39","mc56-39","mc55-40","mc54-40","mc53-41","mc52-42","mc51-42","mc50-42","mc49-43","mc48-42","mc47-43","mc46-43","mc45-43","mc44-43","mc43-43","mc42-43","mc41-44","mc40-44","mc39-43","mc38-43","mc37-43","mc36-41","mc35-41","mc34-39","mc33-38","mc32-38","mc31-36","mc30-35","mc29-32","mc28-31","mc27-30","mc26-28","mc25-26","mc24-25","mc23-20","mc22-17","mc21-11","mc20-5","mc19-20","mc18-14","mc17-6","mc16-54","mc15-51","mc14-43","mc13-33","mc12-17","mc11-173","mc10-177","mc9-180","mc8-176","mc7-165","mc6-144","mc5-84","mc4-265","mc3-139","mc2-373"
"W2040896","mc100-15","mc99-16","mc98-16","mc97-16","mc96-16","mc95-15","mc94-15","mc93-15","mc92-15","mc91-15","mc90-15","mc89-15","mc88-15","mc87-15","mc86-15","mc85-14","mc84-14","mc83-14","mc82-14","mc81-14","mc80-14","mc79-14","mc78-14","mc77-14","mc76-14","mc75-14","mc74-14","mc73-14","mc72-13","mc71-13","mc70-12","mc69-12","mc68-11","mc67-11","mc66-10","mc65-10","mc64-9","mc63-9","mc62-9","mc61-8","mc60-7","mc59-7","mc58-6","mc57-5","mc56-5","mc55-4","mc54-3","mc53-2","mc52-1","mc51-39","mc50-39","mc49-40","mc48-39","mc47-40","mc46-40","mc45-40","mc44-40","mc43-40","mc42-40","mc41-40","mc40-40","mc39-39","mc38-39","mc37-38","mc36-36","mc35-35","mc34-33","mc33-32","mc32-30","mc31-28","mc30-25","mc29-22","mc28-20","mc27-18","mc26-15","mc25-12","mc24-9","mc23-4","mc22-1","mc21-55","mc20-52","mc19-47","mc18-43","mc17-39","mc16-31","mc15-26","mc14-15","mc13-2","mc12-107","mc11-102","mc10-90","mc9-75","mc8-47","mc7-4","mc6-67","mc5-245","mc4-212","mc3-50","mc2-770"
"W2040899","mc100-2","mc99-1","mc98-1","mc97-1","mc96-1","mc95-18","mc94-18","mc93-18","mc92-18","mc91-19","mc90-19","mc89-19","mc88-19","mc87-19","mc86-19","mc85-18","mc84-18","mc83-18","mc82-18","mc81-18","mc80-18","mc79-18","mc78-18","mc77-18","mc76-18","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-16","mc69-16","mc68-15","mc67-15","mc66-14","mc65-14","mc64-13","mc63-13","mc62-13","mc61-13","mc60-12","mc59-12","mc58-11","mc57-10","mc56-10","mc55-9","mc54-8","mc53-7","mc52-6","mc51-5","mc50-4","mc49-3","mc48-2","mc47-1","mc46-51","mc45-52","mc44-53","mc43-55","mc42-56","mc41-57","mc40-58","mc39-58","mc38-59","mc37-61","mc36-63","mc35-64","mc34-66","mc33-68","mc32-69","mc31-70","mc30-71","mc29-73","mc28-74","mc27-76","mc26-77","mc25-77","mc24-77","mc23-78","mc22-77","mc21-78","mc20-80","mc19-76","mc18-74","mc17-75","mc16-76","mc15-75","mc14-70","mc13-62","mc12-47","mc11-33","mc10-12","mc9-206","mc8-209","mc7-206","mc6-200","mc5-158","mc4-62","mc3-498","mc2-502"
"W2040900","mc100-3","mc99-2","mc98-2","mc97-2","mc96-2","mc95-1","mc94-1","mc93-1","mc92-1","mc91-12","mc90-12","mc89-12","mc88-12","mc87-12","mc86-12","mc85-11","mc84-11","mc83-11","mc82-10","mc81-10","mc80-10","mc79-10","mc78-10","mc77-9","mc76-9","mc75-9","mc74-8","mc73-8","mc72-7","mc71-7","mc70-6","mc69-6","mc68-5","mc67-5","mc66-4","mc65-4","mc64-3","mc63-2","mc62-2","mc61-1","mc60-27","mc59-27","mc58-26","mc57-26","mc56-26","mc55-26","mc54-25","mc53-24","mc52-24","mc51-23","mc50-22","mc49-22","mc48-21","mc47-20","mc46-19","mc45-18","mc44-17","mc43-15","mc42-15","mc41-14","mc40-13","mc39-12","mc38-11","mc37-9","mc36-7","mc35-6","mc34-3","mc33-1","mc32-67","mc31-68","mc30-69","mc29-71","mc28-72","mc27-74","mc26-75","mc25-75","mc24-75","mc23-74","mc22-73","mc21-73","mc20-73","mc19-68","mc18-64","mc17-64","mc16-64","mc15-61","mc14-55","mc13-47","mc12-32","mc11-16","mc10-44","mc9-20","mc8-180","mc7-172","mc6-152","mc5-93","mc4-163","mc3-338","mc2-52"
"W2040905","mc100-8","mc99-8","mc98-8","mc97-8","mc96-8","mc95-7","mc94-7","mc93-7","mc92-7","mc91-6","mc90-6","mc89-6","mc88-5","mc87-5","mc86-5","mc85-4","mc84-4","mc83-4","mc82-3","mc81-3","mc80-3","mc79-2","mc78-2","mc77-1","mc76-1","mc75-1","mc74-12","mc73-12","mc72-11","mc71-11","mc70-10","mc69-10","mc68-9","mc67-9","mc66-8","mc65-8","mc64-7","mc63-6","mc62-6","mc61-5","mc60-4","mc59-4","mc58-3","mc57-2","mc56-2","mc55-1","mc54-26","mc53-25","mc52-25","mc51-24","mc50-23","mc49-23","mc48-22","mc47-21","mc46-20","mc45-19","mc44-18","mc43-16","mc42-16","mc41-15","mc40-14","mc39-13","mc38-12","mc37-10","mc36-8","mc35-7","mc34-4","mc33-2","mc32-73","mc31-75","mc30-77","mc29-80","mc28-83","mc27-86","mc26-89","mc25-90","mc24-92","mc23-94","mc22-95","mc21-98","mc20-102","mc19-100","mc18-100","mc17-103","mc16-104","mc15-107","mc14-107","mc13-106","mc12-99","mc11-92","mc10-78","mc9-62","mc8-32","mc7-292","mc6-329","mc5-363","mc4-413","mc3-468","mc2-402"
"W2040917","mc100-3","mc99-2","mc98-2","mc97-2","mc96-2","mc95-1","mc94-1","mc93-1","mc92-1","mc91-12","mc90-12","mc89-12","mc88-12","mc87-12","mc86-12","mc85-11","mc84-11","mc83-11","mc82-10","mc81-10","mc80-10","mc79-10","mc78-10","mc77-9","mc76-9","mc75-9","mc74-8","mc73-8","mc72-7","mc71-7","mc70-6","mc69-6","mc68-5","mc67-5","mc66-4","mc65-4","mc64-3","mc63-2","mc62-2","mc61-1","mc60-27","mc59-27","mc58-26","mc57-26","mc56-26","mc55-26","mc54-25","mc53-24","mc52-24","mc51-23","mc50-22","mc49-22","mc48-21","mc47-20","mc46-19","mc45-18","mc44-17","mc43-15","mc42-15","mc41-14","mc40-13","mc39-12","mc38-11","mc37-9","mc36-7","mc35-6","mc34-3","mc33-1","mc32-37","mc31-35","mc30-34","mc29-31","mc28-30","mc27-29","mc26-27","mc25-24","mc24-23","mc23-18","mc22-15","mc21-9","mc20-3","mc19-106","mc18-107","mc17-110","mc16-112","mc15-115","mc14-116","mc13-117","mc12-113","mc11-111","mc10-101","mc9-89","mc8-62","mc7-22","mc6-28","mc5-145","mc4-40","mc3-133","mc2-771"
