"","100","99","98","97","96","95","94","93","92","91","90","89","88","87","86","85","84","83","82","81","80","79","78","77","76","75","74","73","72","71","70","69","68","67","66","65","64","63","62","61","60","59","58","57","56","55","54","53","52","51","50","49","48","47","46","45","44","43","42","41","40","39","38","37","36","35","34","33","32","31","30","29","28","27","26","25","24","23","22","21","20","19","18","17","16","15","14","13","12","11","10","9","8","7","6","5","4","3","2"
"covid_556.868","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-22","mc42-21","mc41-19","mc40-18","mc39-16","mc38-14","mc37-12","mc36-10","mc35-7","mc34-5","mc33-2","mc32-66","mc31-66","mc30-65","mc29-65","mc28-64","mc27-62","mc26-62","mc25-59","mc24-56","mc23-53","mc22-51","mc21-47","mc20-41","mc19-35","mc18-27","mc17-19","mc16-8","mc15-71","mc14-61","mc13-50","mc12-33","mc11-14","mc10-160","mc9-149","mc8-126","mc7-81","mc6-13","mc5-264","mc4-167","mc3-555","mc2-434"
"covid_556.879","mc100-18","mc99-18","mc98-18","mc97-18","mc96-17","mc95-17","mc94-17","mc93-16","mc92-16","mc91-16","mc90-15","mc89-15","mc88-15","mc87-15","mc86-15","mc85-14","mc84-14","mc83-14","mc82-13","mc81-13","mc80-12","mc79-12","mc78-11","mc77-11","mc76-10","mc75-10","mc74-10","mc73-10","mc72-9","mc71-8","mc70-8","mc69-7","mc68-6","mc67-6","mc66-6","mc65-5","mc64-5","mc63-4","mc62-3","mc61-2","mc60-2","mc59-1","mc58-2","mc57-1","mc56-48","mc55-49","mc54-50","mc53-51","mc52-52","mc51-53","mc50-55","mc49-56","mc48-57","mc47-58","mc46-59","mc45-60","mc44-58","mc43-58","mc42-60","mc41-59","mc40-58","mc39-58","mc38-59","mc37-59","mc36-58","mc35-55","mc34-55","mc33-53","mc32-51","mc31-50","mc30-48","mc29-46","mc28-45","mc27-42","mc26-40","mc25-37","mc24-33","mc23-28","mc22-23","mc21-17","mc20-10","mc19-2","mc18-141","mc17-145","mc16-145","mc15-151","mc14-144","mc13-140","mc12-133","mc11-122","mc10-104","mc9-81","mc8-44","mc7-361","mc6-390","mc5-420","mc4-438","mc3-368","mc2-326"
"covid_556.881","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-70","mc42-72","mc41-72","mc40-74","mc39-76","mc38-78","mc37-79","mc36-81","mc35-83","mc34-85","mc33-87","mc32-89","mc31-91","mc30-93","mc29-95","mc28-98","mc27-101","mc26-105","mc25-107","mc24-111","mc23-116","mc22-119","mc21-121","mc20-124","mc19-129","mc18-132","mc17-135","mc16-135","mc15-137","mc14-130","mc13-125","mc12-117","mc11-106","mc10-84","mc9-58","mc8-18","mc7-342","mc6-363","mc5-363","mc4-320","mc3-153","mc2-637"
"covid_556.883","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-22","mc42-21","mc41-19","mc40-18","mc39-16","mc38-14","mc37-12","mc36-10","mc35-7","mc34-5","mc33-2","mc32-55","mc31-55","mc30-53","mc29-52","mc28-51","mc27-49","mc26-48","mc25-45","mc24-41","mc23-36","mc22-31","mc21-26","mc20-19","mc19-12","mc18-3","mc17-1","mc16-172","mc15-180","mc14-180","mc13-184","mc12-190","mc11-193","mc10-193","mc9-190","mc8-183","mc7-154","mc6-99","mc5-2","mc4-257","mc3-54","mc2-893"
"covid_556.886","mc100-27","mc99-28","mc98-28","mc97-28","mc96-28","mc95-28","mc94-28","mc93-27","mc92-27","mc91-27","mc90-26","mc89-26","mc88-26","mc87-26","mc86-26","mc85-26","mc84-26","mc83-26","mc82-25","mc81-25","mc80-24","mc79-24","mc78-24","mc77-24","mc76-24","mc75-24","mc74-24","mc73-24","mc72-23","mc71-23","mc70-23","mc69-24","mc68-23","mc67-23","mc66-23","mc65-23","mc64-23","mc63-23","mc62-23","mc61-23","mc60-23","mc59-22","mc58-22","mc57-21","mc56-20","mc55-20","mc54-19","mc53-19","mc52-19","mc51-19","mc50-17","mc49-16","mc48-15","mc47-15","mc46-13","mc45-12","mc44-10","mc43-9","mc42-8","mc41-6","mc40-4","mc39-2","mc38-68","mc37-68","mc36-69","mc35-69","mc34-69","mc33-69","mc32-71","mc31-71","mc30-71","mc29-73","mc28-74","mc27-72","mc26-72","mc25-71","mc24-71","mc23-69","mc22-68","mc21-66","mc20-61","mc19-58","mc18-52","mc17-44","mc16-34","mc15-23","mc14-10","mc13-224","mc12-237","mc11-251","mc10-275","mc9-297","mc8-326","mc7-362","mc6-391","mc5-423","mc4-442","mc3-373","mc2-2"
"covid_556.888","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-70","mc42-72","mc41-72","mc40-74","mc39-76","mc38-78","mc37-79","mc36-81","mc35-83","mc34-85","mc33-87","mc32-89","mc31-91","mc30-93","mc29-95","mc28-98","mc27-101","mc26-105","mc25-107","mc24-111","mc23-116","mc22-119","mc21-121","mc20-124","mc19-129","mc18-132","mc17-135","mc16-135","mc15-137","mc14-130","mc13-125","mc12-117","mc11-106","mc10-84","mc9-58","mc8-18","mc7-342","mc6-363","mc5-363","mc4-320","mc3-153","mc2-637"
"covid_556.890","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-22","mc42-21","mc41-19","mc40-18","mc39-16","mc38-14","mc37-12","mc36-10","mc35-7","mc34-5","mc33-2","mc32-55","mc31-55","mc30-53","mc29-52","mc28-51","mc27-49","mc26-48","mc25-45","mc24-41","mc23-36","mc22-31","mc21-26","mc20-19","mc19-12","mc18-3","mc17-127","mc16-126","mc15-128","mc14-121","mc13-115","mc12-107","mc11-95","mc10-71","mc9-44","mc8-3","mc7-199","mc6-161","mc5-77","mc4-539","mc3-619","mc2-647"
"covid_556.892","mc100-5","mc99-4","mc98-4","mc97-4","mc96-3","mc95-3","mc94-3","mc93-2","mc92-2","mc91-2","mc90-1","mc89-1","mc88-1","mc87-31","mc86-31","mc85-32","mc84-32","mc83-32","mc82-33","mc81-33","mc80-33","mc79-33","mc78-34","mc77-34","mc76-35","mc75-35","mc74-36","mc73-36","mc72-36","mc71-36","mc70-36","mc69-37","mc68-38","mc67-38","mc66-39","mc65-39","mc64-39","mc63-40","mc62-40","mc61-40","mc60-40","mc59-41","mc58-41","mc57-41","mc56-40","mc55-40","mc54-41","mc53-42","mc52-43","mc51-44","mc50-45","mc49-46","mc48-47","mc47-48","mc46-48","mc45-47","mc44-45","mc43-45","mc42-44","mc41-43","mc40-42","mc39-41","mc38-42","mc37-42","mc36-40","mc35-37","mc34-37","mc33-35","mc32-33","mc31-30","mc30-27","mc29-25","mc28-22","mc27-18","mc26-15","mc25-10","mc24-5","mc23-51","mc22-49","mc21-44","mc20-38","mc19-32","mc18-24","mc17-15","mc16-4","mc15-73","mc14-63","mc13-52","mc12-35","mc11-16","mc10-163","mc9-155","mc8-135","mc7-91","mc6-24","mc5-137","mc4-388","mc3-280","mc2-624"
"covid_556.894","mc100-13","mc99-12","mc98-12","mc97-12","mc96-11","mc95-11","mc94-11","mc93-10","mc92-10","mc91-10","mc90-9","mc89-9","mc88-9","mc87-8","mc86-8","mc85-7","mc84-7","mc83-7","mc82-6","mc81-6","mc80-5","mc79-5","mc78-4","mc77-4","mc76-3","mc75-3","mc74-2","mc73-2","mc72-1","mc71-41","mc70-41","mc69-42","mc68-43","mc67-43","mc66-44","mc65-45","mc64-45","mc63-46","mc62-47","mc61-47","mc60-47","mc59-48","mc58-49","mc57-49","mc56-50","mc55-51","mc54-52","mc53-53","mc52-54","mc51-55","mc50-57","mc49-58","mc48-59","mc47-60","mc46-61","mc45-62","mc44-60","mc43-60","mc42-62","mc41-61","mc40-61","mc39-62","mc38-63","mc37-63","mc36-62","mc35-59","mc34-59","mc33-57","mc32-56","mc31-56","mc30-54","mc29-53","mc28-52","mc27-50","mc26-49","mc25-46","mc24-42","mc23-37","mc22-33","mc21-28","mc20-21","mc19-14","mc18-5","mc17-51","mc16-41","mc15-31","mc14-20","mc13-3","mc12-230","mc11-242","mc10-265","mc9-283","mc8-309","mc7-332","mc6-344","mc5-328","mc4-262","mc3-59","mc2-575"
"covid_556.902","mc100-2","mc99-1","mc98-1","mc97-1","mc96-24","mc95-24","mc94-24","mc93-23","mc92-23","mc91-23","mc90-22","mc89-22","mc88-22","mc87-22","mc86-22","mc85-22","mc84-22","mc83-22","mc82-21","mc81-21","mc80-20","mc79-20","mc78-20","mc77-20","mc76-20","mc75-20","mc74-20","mc73-20","mc72-19","mc71-19","mc70-19","mc69-18","mc68-17","mc67-17","mc66-17","mc65-17","mc64-17","mc63-17","mc62-17","mc61-16","mc60-16","mc59-15","mc58-15","mc57-14","mc56-13","mc55-13","mc54-12","mc53-12","mc52-11","mc51-10","mc50-8","mc49-7","mc48-6","mc47-5","mc46-3","mc45-2","mc44-65","mc43-65","mc42-67","mc41-66","mc40-66","mc39-67","mc38-69","mc37-69","mc36-71","mc35-71","mc34-72","mc33-72","mc32-74","mc31-74","mc30-74","mc29-76","mc28-77","mc27-75","mc26-75","mc25-74","mc24-74","mc23-73","mc22-72","mc21-70","mc20-65","mc19-62","mc18-57","mc17-49","mc16-39","mc15-28","mc14-16","mc13-205","mc12-213","mc11-223","mc10-235","mc9-242","mc8-250","mc7-244","mc6-218","mc5-155","mc4-13","mc3-499","mc2-279"
"covid_556.904","mc100-5","mc99-4","mc98-4","mc97-4","mc96-3","mc95-3","mc94-3","mc93-2","mc92-2","mc91-2","mc90-1","mc89-1","mc88-1","mc87-11","mc86-11","mc85-10","mc84-10","mc83-10","mc82-9","mc81-9","mc80-8","mc79-8","mc78-7","mc77-7","mc76-6","mc75-6","mc74-5","mc73-5","mc72-4","mc71-3","mc70-3","mc69-2","mc68-1","mc67-1","mc66-30","mc65-30","mc64-30","mc63-31","mc62-31","mc61-31","mc60-31","mc59-30","mc58-30","mc57-29","mc56-28","mc55-28","mc54-28","mc53-28","mc52-29","mc51-29","mc50-28","mc49-27","mc48-27","mc47-27","mc46-26","mc45-25","mc44-23","mc43-23","mc42-22","mc41-20","mc40-19","mc39-17","mc38-15","mc37-13","mc36-11","mc35-8","mc34-6","mc33-3","mc32-18","mc31-15","mc30-12","mc29-9","mc28-6","mc27-2","mc26-43","mc25-40","mc24-36","mc23-31","mc22-26","mc21-21","mc20-14","mc19-6","mc18-71","mc17-66","mc16-57","mc15-47","mc14-36","mc13-21","mc12-2","mc11-36","mc10-9","mc9-96","mc8-61","mc7-8","mc6-345","mc5-330","mc4-268","mc3-71","mc2-460"
"covid_556.909","mc100-18","mc99-18","mc98-18","mc97-18","mc96-17","mc95-17","mc94-17","mc93-16","mc92-16","mc91-16","mc90-15","mc89-15","mc88-15","mc87-15","mc86-15","mc85-14","mc84-14","mc83-14","mc82-13","mc81-13","mc80-12","mc79-12","mc78-11","mc77-11","mc76-10","mc75-10","mc74-10","mc73-10","mc72-9","mc71-8","mc70-8","mc69-7","mc68-6","mc67-6","mc66-6","mc65-5","mc64-5","mc63-4","mc62-3","mc61-2","mc60-2","mc59-1","mc58-2","mc57-1","mc56-46","mc55-47","mc54-48","mc53-49","mc52-50","mc51-51","mc50-53","mc49-54","mc48-55","mc47-56","mc46-57","mc45-58","mc44-56","mc43-56","mc42-58","mc41-57","mc40-56","mc39-56","mc38-57","mc37-57","mc36-56","mc35-53","mc34-53","mc33-51","mc32-49","mc31-48","mc30-46","mc29-44","mc28-43","mc27-40","mc26-37","mc25-34","mc24-30","mc23-25","mc22-20","mc21-14","mc20-7","mc19-31","mc18-23","mc17-14","mc16-3","mc15-106","mc14-97","mc13-88","mc12-75","mc11-59","mc10-33","mc9-1","mc8-79","mc7-28","mc6-392","mc5-424","mc4-444","mc3-379","mc2-442"
"covid_556.911","mc100-9","mc99-8","mc98-8","mc97-8","mc96-7","mc95-7","mc94-7","mc93-6","mc92-6","mc91-6","mc90-5","mc89-5","mc88-5","mc87-4","mc86-4","mc85-3","mc84-3","mc83-3","mc82-2","mc81-2","mc80-1","mc79-1","mc78-30","mc77-30","mc76-30","mc75-30","mc74-30","mc73-30","mc72-29","mc71-29","mc70-29","mc69-30","mc68-31","mc67-31","mc66-32","mc65-32","mc64-32","mc63-33","mc62-33","mc61-33","mc60-33","mc59-33","mc58-33","mc57-32","mc56-31","mc55-31","mc54-31","mc53-31","mc52-32","mc51-32","mc50-32","mc49-32","mc48-33","mc47-33","mc46-32","mc45-31","mc44-29","mc43-29","mc42-28","mc41-26","mc40-25","mc39-24","mc38-23","mc37-21","mc36-19","mc35-16","mc34-14","mc33-11","mc32-8","mc31-5","mc30-2","mc29-68","mc28-68","mc27-66","mc26-66","mc25-63","mc24-61","mc23-58","mc22-56","mc21-53","mc20-48","mc19-45","mc18-37","mc17-29","mc16-19","mc15-6","mc14-113","mc13-106","mc12-96","mc11-84","mc10-60","mc9-31","mc8-258","mc7-255","mc6-233","mc5-173","mc4-35","mc3-188","mc2-238"
"covid_556.912","mc100-4","mc99-3","mc98-3","mc97-3","mc96-2","mc95-2","mc94-2","mc93-1","mc92-1","mc91-1","mc90-32","mc89-32","mc88-32","mc87-33","mc86-33","mc85-34","mc84-34","mc83-34","mc82-35","mc81-35","mc80-35","mc79-35","mc78-36","mc77-36","mc76-37","mc75-37","mc74-38","mc73-38","mc72-38","mc71-38","mc70-38","mc69-39","mc68-40","mc67-40","mc66-41","mc65-41","mc64-41","mc63-42","mc62-42","mc61-42","mc60-42","mc59-43","mc58-43","mc57-43","mc56-42","mc55-42","mc54-43","mc53-44","mc52-45","mc51-46","mc50-47","mc49-48","mc48-49","mc47-50","mc46-50","mc45-50","mc44-48","mc43-48","mc42-48","mc41-47","mc40-46","mc39-46","mc38-47","mc37-47","mc36-46","mc35-43","mc34-43","mc33-41","mc32-39","mc31-36","mc30-33","mc29-31","mc28-28","mc27-25","mc26-22","mc25-18","mc24-13","mc23-8","mc22-2","mc21-138","mc20-143","mc19-148","mc18-155","mc17-161","mc16-167","mc15-175","mc14-173","mc13-173","mc12-175","mc11-175","mc10-170","mc9-162","mc8-148","mc7-108","mc6-45","mc5-419","mc4-436","mc3-365","mc2-662"
"covid_556.922","mc100-4","mc99-3","mc98-3","mc97-3","mc96-2","mc95-2","mc94-2","mc93-1","mc92-1","mc91-1","mc90-32","mc89-32","mc88-32","mc87-33","mc86-33","mc85-34","mc84-34","mc83-34","mc82-35","mc81-35","mc80-35","mc79-35","mc78-36","mc77-36","mc76-37","mc75-37","mc74-38","mc73-38","mc72-38","mc71-38","mc70-38","mc69-39","mc68-40","mc67-40","mc66-41","mc65-41","mc64-41","mc63-42","mc62-42","mc61-42","mc60-42","mc59-43","mc58-43","mc57-43","mc56-42","mc55-42","mc54-43","mc53-44","mc52-45","mc51-46","mc50-47","mc49-48","mc48-49","mc47-50","mc46-50","mc45-50","mc44-48","mc43-48","mc42-48","mc41-47","mc40-46","mc39-46","mc38-47","mc37-47","mc36-46","mc35-43","mc34-43","mc33-41","mc32-39","mc31-36","mc30-33","mc29-31","mc28-28","mc27-25","mc26-22","mc25-18","mc24-13","mc23-8","mc22-2","mc21-138","mc20-143","mc19-148","mc18-155","mc17-161","mc16-167","mc15-175","mc14-173","mc13-173","mc12-175","mc11-175","mc10-170","mc9-162","mc8-148","mc7-108","mc6-45","mc5-419","mc4-436","mc3-365","mc2-662"
"covid_556.929","mc100-6","mc99-5","mc98-5","mc97-5","mc96-4","mc95-4","mc94-4","mc93-3","mc92-3","mc91-3","mc90-2","mc89-2","mc88-2","mc87-1","mc86-1","mc85-21","mc84-21","mc83-21","mc82-20","mc81-20","mc80-19","mc79-19","mc78-19","mc77-19","mc76-19","mc75-19","mc74-19","mc73-19","mc72-18","mc71-18","mc70-18","mc69-17","mc68-16","mc67-16","mc66-16","mc65-16","mc64-16","mc63-16","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-8","mc51-7","mc50-5","mc49-4","mc48-3","mc47-2","mc46-45","mc45-44","mc44-42","mc43-42","mc42-41","mc41-39","mc40-38","mc39-37","mc38-37","mc37-37","mc36-35","mc35-32","mc34-32","mc33-30","mc32-28","mc31-25","mc30-22","mc29-20","mc28-17","mc27-13","mc26-10","mc25-5","mc24-25","mc23-20","mc22-14","mc21-8","mc20-1","mc19-114","mc18-115","mc17-116","mc16-114","mc15-114","mc14-105","mc13-97","mc12-85","mc11-71","mc10-45","mc9-16","mc8-280","mc7-286","mc6-277","mc5-234","mc4-126","mc3-537","mc2-366"
"covid_556.930","mc100-21","mc99-22","mc98-22","mc97-22","mc96-21","mc95-21","mc94-21","mc93-20","mc92-20","mc91-20","mc90-19","mc89-19","mc88-19","mc87-19","mc86-19","mc85-18","mc84-18","mc83-18","mc82-17","mc81-17","mc80-16","mc79-16","mc78-16","mc77-16","mc76-15","mc75-15","mc74-15","mc73-15","mc72-14","mc71-13","mc70-13","mc69-12","mc68-11","mc67-11","mc66-11","mc65-11","mc64-11","mc63-10","mc62-9","mc61-8","mc60-8","mc59-7","mc58-7","mc57-6","mc56-5","mc55-4","mc54-3","mc53-2","mc52-1","mc51-18","mc50-16","mc49-15","mc48-14","mc47-14","mc46-12","mc45-11","mc44-9","mc43-8","mc42-6","mc41-4","mc40-2","mc39-43","mc38-44","mc37-44","mc36-42","mc35-39","mc34-39","mc33-37","mc32-35","mc31-32","mc30-29","mc29-27","mc28-24","mc27-20","mc26-17","mc25-12","mc24-7","mc23-1","mc22-32","mc21-27","mc20-20","mc19-13","mc18-4","mc17-97","mc16-91","mc15-88","mc14-79","mc13-70","mc12-55","mc11-38","mc10-11","mc9-11","mc8-62","mc7-9","mc6-77","mc5-369","mc4-336","mc3-182","mc2-535"
"covid_556.935","mc100-24","mc99-25","mc98-25","mc97-25","mc96-25","mc95-25","mc94-25","mc93-24","mc92-24","mc91-24","mc90-23","mc89-23","mc88-23","mc87-23","mc86-23","mc85-23","mc84-23","mc83-23","mc82-22","mc81-22","mc80-21","mc79-21","mc78-21","mc77-21","mc76-21","mc75-21","mc74-21","mc73-21","mc72-20","mc71-20","mc70-20","mc69-19","mc68-18","mc67-18","mc66-18","mc65-18","mc64-18","mc63-18","mc62-18","mc61-17","mc60-17","mc59-16","mc58-16","mc57-15","mc56-14","mc55-14","mc54-13","mc53-13","mc52-12","mc51-11","mc50-9","mc49-8","mc48-7","mc47-6","mc46-4","mc45-3","mc44-1","mc43-70","mc42-72","mc41-72","mc40-74","mc39-76","mc38-78","mc37-79","mc36-81","mc35-83","mc34-85","mc33-87","mc32-89","mc31-91","mc30-93","mc29-95","mc28-98","mc27-101","mc26-105","mc25-107","mc24-111","mc23-116","mc22-119","mc21-121","mc20-124","mc19-129","mc18-132","mc17-135","mc16-135","mc15-137","mc14-130","mc13-125","mc12-117","mc11-106","mc10-84","mc9-58","mc8-18","mc7-247","mc6-224","mc5-162","mc4-21","mc3-118","mc2-477"
"covid_556.937","mc100-5","mc99-4","mc98-4","mc97-4","mc96-3","mc95-3","mc94-3","mc93-2","mc92-2","mc91-2","mc90-1","mc89-1","mc88-1","mc87-11","mc86-11","mc85-10","mc84-10","mc83-10","mc82-9","mc81-9","mc80-8","mc79-8","mc78-7","mc77-7","mc76-6","mc75-6","mc74-5","mc73-5","mc72-4","mc71-3","mc70-3","mc69-2","mc68-1","mc67-1","mc66-1","mc65-10","mc64-10","mc63-9","mc62-8","mc61-7","mc60-7","mc59-6","mc58-6","mc57-5","mc56-4","mc55-3","mc54-2","mc53-1","mc52-13","mc51-12","mc50-10","mc49-9","mc48-8","mc47-7","mc46-5","mc45-4","mc44-2","mc43-1","mc42-50","mc41-49","mc40-48","mc39-48","mc38-49","mc37-49","mc36-48","mc35-45","mc34-45","mc33-43","mc32-41","mc31-39","mc30-36","mc29-34","mc28-31","mc27-28","mc26-25","mc25-22","mc24-17","mc23-12","mc22-6","mc21-18","mc20-11","mc19-3","mc18-120","mc17-121","mc16-120","mc15-122","mc14-115","mc13-109","mc12-99","mc11-87","mc10-63","mc9-34","mc8-260","mc7-257","mc6-235","mc5-176","mc4-39","mc3-558","mc2-437"
"covid_556.940","mc100-5","mc99-4","mc98-4","mc97-4","mc96-3","mc95-3","mc94-3","mc93-2","mc92-2","mc91-2","mc90-1","mc89-1","mc88-1","mc87-11","mc86-11","mc85-10","mc84-10","mc83-10","mc82-9","mc81-9","mc80-8","mc79-8","mc78-7","mc77-7","mc76-6","mc75-6","mc74-5","mc73-5","mc72-4","mc71-3","mc70-3","mc69-2","mc68-1","mc67-1","mc66-1","mc65-10","mc64-10","mc63-9","mc62-8","mc61-7","mc60-7","mc59-6","mc58-6","mc57-5","mc56-4","mc55-3","mc54-2","mc53-1","mc52-13","mc51-12","mc50-10","mc49-9","mc48-8","mc47-7","mc46-5","mc45-4","mc44-2","mc43-1","mc42-7","mc41-5","mc40-3","mc39-1","mc38-28","mc37-27","mc36-25","mc35-22","mc34-21","mc33-18","mc32-15","mc31-12","mc30-9","mc29-6","mc28-2","mc27-82","mc26-86","mc25-87","mc24-88","mc23-88","mc22-89","mc21-88","mc20-86","mc19-85","mc18-81","mc17-79","mc16-72","mc15-64","mc14-53","mc13-41","mc12-24","mc11-3","mc10-86","mc9-60","mc8-20","mc7-210","mc6-172","mc5-91","mc4-116","mc3-265","mc2-439"
"covid_556.946","mc100-9","mc99-8","mc98-8","mc97-8","mc96-7","mc95-7","mc94-7","mc93-6","mc92-6","mc91-6","mc90-5","mc89-5","mc88-5","mc87-4","mc86-4","mc85-3","mc84-3","mc83-3","mc82-2","mc81-2","mc80-1","mc79-1","mc78-13","mc77-13","mc76-12","mc75-12","mc74-12","mc73-12","mc72-11","mc71-10","mc70-10","mc69-9","mc68-8","mc67-8","mc66-8","mc65-7","mc64-7","mc63-6","mc62-5","mc61-4","mc60-4","mc59-3","mc58-3","mc57-2","mc56-1","mc55-8","mc54-7","mc53-6","mc52-5","mc51-4","mc50-2","mc49-1","mc48-16","mc47-16","mc46-14","mc45-13","mc44-11","mc43-10","mc42-9","mc41-7","mc40-5","mc39-3","mc38-1","mc37-32","mc36-30","mc35-27","mc34-26","mc33-23","mc32-21","mc31-18","mc30-15","mc29-12","mc28-9","mc27-5","mc26-2","mc25-80","mc24-81","mc23-81","mc22-82","mc21-81","mc20-76","mc19-74","mc18-69","mc17-64","mc16-55","mc15-45","mc14-34","mc13-18","mc12-161","mc11-154","mc10-141","mc9-125","mc8-94","mc7-45","mc6-256","mc5-203","mc4-77","mc3-194","mc2-11"
"covid_556.949","mc100-21","mc99-22","mc98-22","mc97-22","mc96-21","mc95-21","mc94-21","mc93-20","mc92-20","mc91-20","mc90-19","mc89-19","mc88-19","mc87-19","mc86-19","mc85-18","mc84-18","mc83-18","mc82-17","mc81-17","mc80-16","mc79-16","mc78-16","mc77-16","mc76-15","mc75-15","mc74-15","mc73-15","mc72-14","mc71-13","mc70-13","mc69-12","mc68-11","mc67-11","mc66-11","mc65-11","mc64-11","mc63-10","mc62-9","mc61-8","mc60-8","mc59-7","mc58-7","mc57-6","mc56-5","mc55-4","mc54-3","mc53-2","mc52-1","mc51-41","mc50-42","mc49-42","mc48-43","mc47-44","mc46-43","mc45-42","mc44-40","mc43-40","mc42-39","mc41-37","mc40-36","mc39-35","mc38-35","mc37-35","mc36-33","mc35-30","mc34-30","mc33-27","mc32-25","mc31-22","mc30-19","mc29-17","mc28-14","mc27-10","mc26-7","mc25-2","mc24-110","mc23-115","mc22-118","mc21-120","mc20-122","mc19-127","mc18-129","mc17-131","mc16-131","mc15-133","mc14-126","mc13-121","mc12-113","mc11-102","mc10-80","mc9-54","mc8-14","mc7-25","mc6-150","mc5-62","mc4-428","mc3-353","mc2-600"
