"","100","99","98","97","96","95","94","93","92","91","90","89","88","87","86","85","84","83","82","81","80","79","78","77","76","75","74","73","72","71","70","69","68","67","66","65","64","63","62","61","60","59","58","57","56","55","54","53","52","51","50","49","48","47","46","45","44","43","42","41","40","39","38","37","36","35","34","33","32","31","30","29","28","27","26","25","24","23","22","21","20","19","18","17","16","15","14","13","12","11","10","9","8","7","6","5","4","3","2"
"HIP015.2093","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-68","mc25-69","mc24-70","mc23-72","mc22-74","mc21-76","mc20-79","mc19-80","mc18-81","mc17-80","mc16-80","mc15-78","mc14-76","mc13-72","mc12-64","mc11-54","mc10-40","mc9-21","mc8-220","mc7-248","mc6-274","mc5-305","mc4-327","mc3-308","mc2-98"
"HIP015.2186","mc100-14","mc99-14","mc98-14","mc97-14","mc96-14","mc95-14","mc94-14","mc93-14","mc92-14","mc91-14","mc90-14","mc89-14","mc88-13","mc87-13","mc86-13","mc85-13","mc84-13","mc83-13","mc82-13","mc81-12","mc80-12","mc79-12","mc78-12","mc77-12","mc76-12","mc75-12","mc74-12","mc73-12","mc72-11","mc71-11","mc70-11","mc69-11","mc68-11","mc67-10","mc66-10","mc65-9","mc64-9","mc63-8","mc62-8","mc61-7","mc60-7","mc59-6","mc58-6","mc57-5","mc56-4","mc55-4","mc54-3","mc53-2","mc52-2","mc51-1","mc50-32","mc49-33","mc48-33","mc47-33","mc46-32","mc45-32","mc44-32","mc43-33","mc42-33","mc41-33","mc40-34","mc39-33","mc38-32","mc37-31","mc36-31","mc35-30","mc34-30","mc33-30","mc32-28","mc31-26","mc30-24","mc29-21","mc28-19","mc27-16","mc26-13","mc25-10","mc24-7","mc23-3","mc22-55","mc21-53","mc20-50","mc19-47","mc18-43","mc17-39","mc16-33","mc15-27","mc14-18","mc13-8","mc12-135","mc11-140","mc10-143","mc9-142","mc8-146","mc7-133","mc6-98","mc5-36","mc4-403","mc3-483","mc2-576"
"HIP015.2234","mc100-17","mc99-17","mc98-17","mc97-17","mc96-17","mc95-17","mc94-17","mc93-17","mc92-17","mc91-17","mc90-17","mc89-17","mc88-18","mc87-18","mc86-18","mc85-18","mc84-19","mc83-19","mc82-19","mc81-19","mc80-19","mc79-19","mc78-19","mc77-19","mc76-19","mc75-20","mc74-20","mc73-20","mc72-19","mc71-19","mc70-19","mc69-19","mc68-19","mc67-19","mc66-19","mc65-18","mc64-18","mc63-17","mc62-17","mc61-16","mc60-16","mc59-16","mc58-16","mc57-16","mc56-15","mc55-15","mc54-14","mc53-13","mc52-13","mc51-13","mc50-12","mc49-11","mc48-10","mc47-10","mc46-9","mc45-9","mc44-8","mc43-7","mc42-6","mc41-4","mc40-3","mc39-2","mc38-1","mc37-46","mc36-47","mc35-47","mc34-47","mc33-47","mc32-48","mc31-49","mc30-49","mc29-48","mc28-46","mc27-44","mc26-42","mc25-41","mc24-39","mc23-38","mc22-37","mc21-35","mc20-31","mc19-27","mc18-22","mc17-17","mc16-10","mc15-3","mc14-45","mc13-36","mc12-24","mc11-9","mc10-108","mc9-99","mc8-91","mc7-66","mc6-22","mc5-248","mc4-219","mc3-116","mc2-369"
"HIP015.2237","mc100-4","mc99-4","mc98-4","mc97-3","mc96-3","mc95-3","mc94-3","mc93-3","mc92-2","mc91-2","mc90-2","mc89-2","mc88-1","mc87-1","mc86-1","mc85-1","mc84-4","mc83-4","mc82-4","mc81-3","mc80-3","mc79-3","mc78-2","mc77-2","mc76-2","mc75-1","mc74-1","mc73-1","mc72-26","mc71-26","mc70-26","mc69-26","mc68-26","mc67-26","mc66-26","mc65-26","mc64-26","mc63-26","mc62-26","mc61-27","mc60-27","mc59-28","mc58-28","mc57-28","mc56-28","mc55-28","mc54-28","mc53-28","mc52-28","mc51-28","mc50-27","mc49-27","mc48-27","mc47-27","mc46-26","mc45-26","mc44-25","mc43-24","mc42-24","mc41-23","mc40-23","mc39-22","mc38-21","mc37-20","mc36-19","mc35-18","mc34-18","mc33-17","mc32-15","mc31-13","mc30-11","mc29-8","mc28-6","mc27-3","mc26-29","mc25-28","mc24-26","mc23-23","mc22-20","mc21-17","mc20-12","mc19-7","mc18-1","mc17-101","mc16-104","mc15-105","mc14-108","mc13-110","mc12-106","mc11-103","mc10-93","mc9-81","mc8-68","mc7-38","mc6-299","mc5-346","mc4-404","mc3-484","mc2-577"
"HIP023.16","mc100-6","mc99-6","mc98-6","mc97-5","mc96-5","mc95-5","mc94-5","mc93-5","mc92-4","mc91-4","mc90-4","mc89-4","mc88-3","mc87-3","mc86-3","mc85-3","mc84-2","mc83-2","mc82-2","mc81-1","mc80-1","mc79-1","mc78-23","mc77-23","mc76-23","mc75-24","mc74-24","mc73-24","mc72-23","mc71-23","mc70-23","mc69-23","mc68-23","mc67-23","mc66-23","mc65-22","mc64-22","mc63-22","mc62-22","mc61-23","mc60-23","mc59-24","mc58-24","mc57-24","mc56-23","mc55-23","mc54-22","mc53-22","mc52-22","mc51-22","mc50-21","mc49-21","mc48-21","mc47-21","mc46-20","mc45-20","mc44-19","mc43-18","mc42-18","mc41-17","mc40-16","mc39-15","mc38-14","mc37-13","mc36-12","mc35-10","mc34-9","mc33-8","mc32-6","mc31-4","mc30-2","mc29-54","mc28-53","mc27-54","mc26-52","mc25-51","mc24-50","mc23-50","mc22-50","mc21-48","mc20-45","mc19-42","mc18-37","mc17-32","mc16-25","mc15-18","mc14-9","mc13-89","mc12-83","mc11-75","mc10-64","mc9-48","mc8-26","mc7-137","mc6-104","mc5-44","mc4-1","mc3-367","mc2-239"
"HIP023.23","mc100-6","mc99-6","mc98-6","mc97-5","mc96-5","mc95-5","mc94-5","mc93-5","mc92-4","mc91-4","mc90-4","mc89-4","mc88-3","mc87-3","mc86-3","mc85-3","mc84-2","mc83-2","mc82-2","mc81-1","mc80-1","mc79-1","mc78-3","mc77-3","mc76-3","mc75-2","mc74-2","mc73-2","mc72-1","mc71-1","mc70-1","mc69-8","mc68-8","mc67-7","mc66-7","mc65-6","mc64-6","mc63-5","mc62-5","mc61-4","mc60-4","mc59-3","mc58-3","mc57-2","mc56-1","mc55-1","mc54-26","mc53-26","mc52-26","mc51-26","mc50-25","mc49-25","mc48-25","mc47-25","mc46-24","mc45-24","mc44-23","mc43-22","mc42-22","mc41-21","mc40-20","mc39-19","mc38-18","mc37-17","mc36-16","mc35-15","mc34-14","mc33-13","mc32-11","mc31-9","mc30-7","mc29-4","mc28-2","mc27-50","mc26-48","mc25-47","mc24-46","mc23-46","mc22-46","mc21-44","mc20-41","mc19-38","mc18-33","mc17-28","mc16-21","mc15-14","mc14-5","mc13-126","mc12-130","mc11-132","mc10-131","mc9-127","mc8-129","mc7-112","mc6-74","mc5-10","mc4-247","mc3-155","mc2-578"
"HIP023.73","mc100-11","mc99-11","mc98-11","mc97-11","mc96-11","mc95-11","mc94-11","mc93-11","mc92-11","mc91-11","mc90-11","mc89-11","mc88-10","mc87-10","mc86-10","mc85-10","mc84-10","mc83-10","mc82-10","mc81-9","mc80-9","mc79-9","mc78-9","mc77-9","mc76-9","mc75-8","mc74-8","mc73-8","mc72-7","mc71-7","mc70-7","mc69-6","mc68-6","mc67-5","mc66-5","mc65-4","mc64-4","mc63-3","mc62-3","mc61-2","mc60-2","mc59-1","mc58-1","mc57-14","mc56-13","mc55-13","mc54-12","mc53-11","mc52-11","mc51-10","mc50-9","mc49-8","mc48-7","mc47-7","mc46-6","mc45-5","mc44-4","mc43-3","mc42-2","mc41-27","mc40-27","mc39-26","mc38-25","mc37-24","mc36-23","mc35-22","mc34-22","mc33-21","mc32-19","mc31-17","mc30-15","mc29-12","mc28-10","mc27-7","mc26-4","mc25-1","mc24-13","mc23-9","mc22-5","mc21-1","mc20-38","mc19-35","mc18-30","mc17-25","mc16-18","mc15-11","mc14-2","mc13-115","mc12-114","mc11-113","mc10-103","mc9-94","mc8-83","mc7-55","mc6-11","mc5-63","mc4-249","mc3-157","mc2-457"
"HIP023.75","mc100-8","mc99-8","mc98-8","mc97-8","mc96-8","mc95-8","mc94-8","mc93-8","mc92-7","mc91-7","mc90-7","mc89-7","mc88-6","mc87-6","mc86-6","mc85-6","mc84-6","mc83-6","mc82-6","mc81-5","mc80-5","mc79-5","mc78-5","mc77-5","mc76-5","mc75-4","mc74-4","mc73-4","mc72-3","mc71-3","mc70-3","mc69-2","mc68-2","mc67-1","mc66-1","mc65-29","mc64-29","mc63-30","mc62-30","mc61-31","mc60-31","mc59-32","mc58-32","mc57-33","mc56-34","mc55-34","mc54-35","mc53-36","mc52-36","mc51-36","mc50-36","mc49-37","mc48-37","mc47-37","mc46-38","mc45-39","mc44-39","mc43-40","mc42-41","mc41-43","mc40-44","mc39-43","mc38-43","mc37-43","mc36-44","mc35-44","mc34-44","mc33-44","mc32-44","mc31-43","mc30-43","mc29-41","mc28-39","mc27-36","mc26-34","mc25-33","mc24-31","mc23-29","mc22-26","mc21-24","mc20-20","mc19-16","mc18-10","mc17-4","mc16-82","mc15-81","mc14-79","mc13-75","mc12-67","mc11-57","mc10-43","mc9-24","mc8-89","mc7-64","mc6-20","mc5-92","mc4-6","mc3-174","mc2-284"
"HIP023.77","mc100-1","mc99-1","mc98-1","mc97-19","mc96-19","mc95-19","mc94-19","mc93-19","mc92-20","mc91-20","mc90-20","mc89-20","mc88-21","mc87-21","mc86-21","mc85-21","mc84-22","mc83-22","mc82-22","mc81-22","mc80-22","mc79-22","mc78-22","mc77-22","mc76-22","mc75-23","mc74-23","mc73-23","mc72-22","mc71-22","mc70-22","mc69-22","mc68-22","mc67-22","mc66-22","mc65-21","mc64-21","mc63-21","mc62-21","mc61-22","mc60-22","mc59-23","mc58-23","mc57-23","mc56-22","mc55-22","mc54-21","mc53-20","mc52-20","mc51-20","mc50-19","mc49-18","mc48-18","mc47-18","mc46-17","mc45-17","mc44-16","mc43-15","mc42-15","mc41-13","mc40-12","mc39-11","mc38-10","mc37-9","mc36-8","mc35-6","mc34-4","mc33-3","mc32-1","mc31-44","mc30-44","mc29-42","mc28-40","mc27-38","mc26-36","mc25-35","mc24-33","mc23-31","mc22-28","mc21-26","mc20-22","mc19-18","mc18-12","mc17-6","mc16-74","mc15-71","mc14-67","mc13-62","mc12-53","mc11-40","mc10-25","mc9-5","mc8-17","mc7-138","mc6-105","mc5-45","mc4-291","mc3-237","mc2-71"
"HIP023.82","mc100-2","mc99-2","mc98-2","mc97-1","mc96-1","mc95-1","mc94-1","mc93-1","mc92-9","mc91-9","mc90-9","mc89-9","mc88-8","mc87-8","mc86-8","mc85-8","mc84-8","mc83-8","mc82-8","mc81-7","mc80-7","mc79-7","mc78-7","mc77-7","mc76-7","mc75-6","mc74-6","mc73-6","mc72-5","mc71-5","mc70-5","mc69-4","mc68-4","mc67-3","mc66-3","mc65-2","mc64-2","mc63-1","mc62-1","mc61-20","mc60-20","mc59-20","mc58-20","mc57-20","mc56-19","mc55-19","mc54-18","mc53-17","mc52-17","mc51-17","mc50-16","mc49-15","mc48-15","mc47-15","mc46-14","mc45-14","mc44-13","mc43-12","mc42-11","mc41-9","mc40-8","mc39-7","mc38-6","mc37-5","mc36-4","mc35-2","mc34-5","mc33-4","mc32-2","mc31-28","mc30-27","mc29-24","mc28-22","mc27-19","mc26-16","mc25-14","mc24-11","mc23-7","mc22-3","mc21-73","mc20-74","mc19-74","mc18-73","mc17-71","mc16-70","mc15-67","mc14-62","mc13-57","mc12-48","mc11-35","mc10-20","mc9-82","mc8-69","mc7-40","mc6-237","mc5-235","mc4-198","mc3-69","mc2-183"
"HIP023.83","mc100-2","mc99-2","mc98-2","mc97-1","mc96-1","mc95-1","mc94-1","mc93-1","mc92-9","mc91-9","mc90-9","mc89-9","mc88-8","mc87-8","mc86-8","mc85-8","mc84-8","mc83-8","mc82-8","mc81-7","mc80-7","mc79-7","mc78-7","mc77-7","mc76-7","mc75-6","mc74-6","mc73-6","mc72-5","mc71-5","mc70-5","mc69-4","mc68-4","mc67-3","mc66-3","mc65-2","mc64-2","mc63-1","mc62-1","mc61-20","mc60-20","mc59-20","mc58-20","mc57-20","mc56-19","mc55-19","mc54-18","mc53-17","mc52-17","mc51-17","mc50-16","mc49-15","mc48-15","mc47-15","mc46-14","mc45-14","mc44-13","mc43-12","mc42-11","mc41-9","mc40-8","mc39-7","mc38-6","mc37-5","mc36-4","mc35-2","mc34-5","mc33-4","mc32-2","mc31-48","mc30-48","mc29-47","mc28-45","mc27-43","mc26-41","mc25-40","mc24-38","mc23-37","mc22-36","mc21-34","mc20-30","mc19-26","mc18-20","mc17-14","mc16-7","mc15-77","mc14-75","mc13-71","mc12-63","mc11-53","mc10-39","mc9-20","mc8-163","mc7-159","mc6-129","mc5-75","mc4-119","mc3-299","mc2-77"
"HIP023.88","mc100-1","mc99-1","mc98-1","mc97-6","mc96-6","mc95-6","mc94-6","mc93-6","mc92-5","mc91-5","mc90-5","mc89-5","mc88-4","mc87-4","mc86-4","mc85-4","mc84-3","mc83-3","mc82-3","mc81-2","mc80-2","mc79-2","mc78-1","mc77-1","mc76-1","mc75-15","mc74-15","mc73-15","mc72-14","mc71-14","mc70-14","mc69-14","mc68-14","mc67-14","mc66-14","mc65-13","mc64-13","mc63-12","mc62-12","mc61-11","mc60-11","mc59-10","mc58-10","mc57-9","mc56-8","mc55-8","mc54-7","mc53-6","mc52-6","mc51-5","mc50-4","mc49-3","mc48-2","mc47-2","mc46-1","mc45-6","mc44-5","mc43-4","mc42-3","mc41-1","mc40-31","mc39-30","mc38-29","mc37-28","mc36-27","mc35-26","mc34-26","mc33-25","mc32-23","mc31-21","mc30-19","mc29-16","mc28-14","mc27-11","mc26-8","mc25-5","mc24-2","mc23-21","mc22-18","mc21-15","mc20-10","mc19-5","mc18-38","mc17-34","mc16-27","mc15-21","mc14-12","mc13-1","mc12-43","mc11-30","mc10-15","mc9-159","mc8-167","mc7-164","mc6-136","mc5-86","mc4-105","mc3-194","mc2-579"
"HIP023.90","mc100-8","mc99-8","mc98-8","mc97-8","mc96-8","mc95-8","mc94-8","mc93-8","mc92-7","mc91-7","mc90-7","mc89-7","mc88-6","mc87-6","mc86-6","mc85-6","mc84-6","mc83-6","mc82-6","mc81-5","mc80-5","mc79-5","mc78-5","mc77-5","mc76-5","mc75-4","mc74-4","mc73-4","mc72-3","mc71-3","mc70-3","mc69-2","mc68-2","mc67-1","mc66-1","mc65-29","mc64-29","mc63-30","mc62-30","mc61-31","mc60-31","mc59-32","mc58-32","mc57-33","mc56-34","mc55-34","mc54-35","mc53-36","mc52-36","mc51-36","mc50-36","mc49-37","mc48-37","mc47-37","mc46-38","mc45-39","mc44-39","mc43-40","mc42-41","mc41-43","mc40-44","mc39-43","mc38-43","mc37-43","mc36-44","mc35-44","mc34-44","mc33-44","mc32-44","mc31-43","mc30-43","mc29-41","mc28-39","mc27-36","mc26-34","mc25-33","mc24-31","mc23-29","mc22-26","mc21-24","mc20-20","mc19-16","mc18-10","mc17-4","mc16-82","mc15-81","mc14-79","mc13-75","mc12-67","mc11-57","mc10-43","mc9-24","mc8-89","mc7-64","mc6-20","mc5-92","mc4-6","mc3-485","mc2-580"
"HIP023.91","mc100-8","mc99-8","mc98-8","mc97-8","mc96-8","mc95-8","mc94-8","mc93-8","mc92-7","mc91-7","mc90-7","mc89-7","mc88-6","mc87-6","mc86-6","mc85-6","mc84-6","mc83-6","mc82-6","mc81-5","mc80-5","mc79-5","mc78-5","mc77-5","mc76-5","mc75-4","mc74-4","mc73-4","mc72-3","mc71-3","mc70-3","mc69-2","mc68-2","mc67-1","mc66-1","mc65-24","mc64-24","mc63-24","mc62-24","mc61-25","mc60-25","mc59-26","mc58-26","mc57-26","mc56-26","mc55-26","mc54-25","mc53-25","mc52-25","mc51-25","mc50-24","mc49-24","mc48-24","mc47-24","mc46-23","mc45-23","mc44-22","mc43-21","mc42-21","mc41-20","mc40-19","mc39-18","mc38-17","mc37-16","mc36-15","mc35-14","mc34-13","mc33-12","mc32-10","mc31-8","mc30-6","mc29-3","mc28-1","mc27-61","mc26-59","mc25-59","mc24-59","mc23-60","mc22-61","mc21-59","mc20-56","mc19-53","mc18-51","mc17-47","mc16-41","mc15-35","mc14-26","mc13-16","mc12-3","mc11-41","mc10-26","mc9-6","mc8-61","mc7-28","mc6-144","mc5-97","mc4-13","mc3-80","mc2-187"
"HIP023.99","mc100-16","mc99-16","mc98-16","mc97-16","mc96-16","mc95-16","mc94-16","mc93-16","mc92-16","mc91-16","mc90-16","mc89-16","mc88-16","mc87-16","mc86-16","mc85-16","mc84-17","mc83-17","mc82-17","mc81-16","mc80-16","mc79-16","mc78-16","mc77-16","mc76-16","mc75-17","mc74-17","mc73-17","mc72-16","mc71-16","mc70-16","mc69-16","mc68-16","mc67-16","mc66-16","mc65-15","mc64-15","mc63-14","mc62-14","mc61-13","mc60-13","mc59-12","mc58-12","mc57-11","mc56-10","mc55-10","mc54-9","mc53-8","mc52-8","mc51-7","mc50-6","mc49-5","mc48-4","mc47-4","mc46-3","mc45-2","mc44-1","mc43-32","mc42-32","mc41-32","mc40-33","mc39-32","mc38-31","mc37-30","mc36-30","mc35-29","mc34-29","mc33-28","mc32-26","mc31-24","mc30-22","mc29-19","mc28-17","mc27-14","mc26-11","mc25-8","mc24-5","mc23-1","mc22-15","mc21-11","mc20-6","mc19-1","mc18-82","mc17-82","mc16-83","mc15-82","mc14-80","mc13-76","mc12-68","mc11-58","mc10-44","mc9-25","mc8-65","mc7-33","mc6-245","mc5-254","mc4-230","mc3-132","mc2-253"
"HIP023.108","mc100-11","mc99-11","mc98-11","mc97-11","mc96-11","mc95-11","mc94-11","mc93-11","mc92-11","mc91-11","mc90-11","mc89-11","mc88-10","mc87-10","mc86-10","mc85-10","mc84-10","mc83-10","mc82-10","mc81-9","mc80-9","mc79-9","mc78-9","mc77-9","mc76-9","mc75-8","mc74-8","mc73-8","mc72-7","mc71-7","mc70-7","mc69-6","mc68-6","mc67-5","mc66-5","mc65-4","mc64-4","mc63-3","mc62-3","mc61-2","mc60-2","mc59-1","mc58-1","mc57-31","mc56-32","mc55-32","mc54-33","mc53-33","mc52-33","mc51-33","mc50-33","mc49-34","mc48-34","mc47-34","mc46-33","mc45-33","mc44-33","mc43-34","mc42-35","mc41-35","mc40-36","mc39-35","mc38-34","mc37-33","mc36-33","mc35-32","mc34-32","mc33-32","mc32-30","mc31-29","mc30-28","mc29-25","mc28-23","mc27-20","mc26-17","mc25-15","mc24-12","mc23-8","mc22-4","mc21-14","mc20-9","mc19-4","mc18-48","mc17-44","mc16-38","mc15-32","mc14-23","mc13-13","mc12-113","mc11-112","mc10-102","mc9-93","mc8-82","mc7-54","mc6-10","mc5-347","mc4-405","mc3-486","mc2-581"
"HIP023.124","mc100-11","mc99-11","mc98-11","mc97-11","mc96-11","mc95-11","mc94-11","mc93-11","mc92-11","mc91-11","mc90-11","mc89-11","mc88-10","mc87-10","mc86-10","mc85-10","mc84-10","mc83-10","mc82-10","mc81-9","mc80-9","mc79-9","mc78-9","mc77-9","mc76-9","mc75-8","mc74-8","mc73-8","mc72-7","mc71-7","mc70-7","mc69-6","mc68-6","mc67-5","mc66-5","mc65-4","mc64-4","mc63-3","mc62-3","mc61-2","mc60-2","mc59-1","mc58-1","mc57-31","mc56-32","mc55-32","mc54-33","mc53-33","mc52-33","mc51-33","mc50-33","mc49-34","mc48-34","mc47-34","mc46-33","mc45-33","mc44-33","mc43-34","mc42-35","mc41-35","mc40-36","mc39-35","mc38-34","mc37-33","mc36-33","mc35-32","mc34-32","mc33-32","mc32-30","mc31-29","mc30-28","mc29-25","mc28-23","mc27-20","mc26-17","mc25-15","mc24-12","mc23-8","mc22-4","mc21-74","mc20-76","mc19-77","mc18-78","mc17-77","mc16-77","mc15-74","mc14-72","mc13-67","mc12-59","mc11-49","mc10-35","mc9-16","mc8-171","mc7-173","mc6-157","mc5-114","mc4-32","mc3-370","mc2-245"
"HIP023.127","mc100-11","mc99-11","mc98-11","mc97-11","mc96-11","mc95-11","mc94-11","mc93-11","mc92-11","mc91-11","mc90-11","mc89-11","mc88-10","mc87-10","mc86-10","mc85-10","mc84-10","mc83-10","mc82-10","mc81-9","mc80-9","mc79-9","mc78-9","mc77-9","mc76-9","mc75-8","mc74-8","mc73-8","mc72-7","mc71-7","mc70-7","mc69-6","mc68-6","mc67-5","mc66-5","mc65-4","mc64-4","mc63-3","mc62-3","mc61-2","mc60-2","mc59-1","mc58-1","mc57-31","mc56-32","mc55-32","mc54-33","mc53-33","mc52-33","mc51-33","mc50-33","mc49-34","mc48-34","mc47-34","mc46-33","mc45-33","mc44-33","mc43-34","mc42-35","mc41-35","mc40-36","mc39-35","mc38-34","mc37-33","mc36-33","mc35-32","mc34-32","mc33-32","mc32-30","mc31-29","mc30-28","mc29-25","mc28-23","mc27-20","mc26-17","mc25-15","mc24-12","mc23-8","mc22-4","mc21-14","mc20-9","mc19-4","mc18-48","mc17-44","mc16-38","mc15-32","mc14-23","mc13-13","mc12-113","mc11-112","mc10-102","mc9-93","mc8-82","mc7-54","mc6-10","mc5-261","mc4-239","mc3-144","mc2-393"
"HIP023.148","mc100-1","mc99-1","mc98-1","mc97-19","mc96-19","mc95-19","mc94-19","mc93-19","mc92-20","mc91-20","mc90-20","mc89-20","mc88-21","mc87-21","mc86-21","mc85-21","mc84-22","mc83-22","mc82-22","mc81-22","mc80-22","mc79-22","mc78-22","mc77-22","mc76-22","mc75-23","mc74-23","mc73-23","mc72-22","mc71-22","mc70-22","mc69-22","mc68-22","mc67-22","mc66-22","mc65-21","mc64-21","mc63-21","mc62-21","mc61-22","mc60-22","mc59-23","mc58-23","mc57-23","mc56-22","mc55-22","mc54-21","mc53-20","mc52-20","mc51-20","mc50-19","mc49-18","mc48-18","mc47-18","mc46-17","mc45-17","mc44-16","mc43-15","mc42-15","mc41-13","mc40-12","mc39-11","mc38-10","mc37-9","mc36-8","mc35-6","mc34-4","mc33-3","mc32-1","mc31-44","mc30-44","mc29-42","mc28-40","mc27-38","mc26-36","mc25-35","mc24-33","mc23-31","mc22-28","mc21-26","mc20-22","mc19-18","mc18-12","mc17-6","mc16-106","mc15-107","mc14-110","mc13-112","mc12-108","mc11-106","mc10-96","mc9-86","mc8-73","mc7-44","mc6-72","mc5-8","mc4-194","mc3-65","mc2-273"
"HIP023.150","mc100-1","mc99-1","mc98-1","mc97-19","mc96-19","mc95-19","mc94-19","mc93-19","mc92-20","mc91-20","mc90-20","mc89-20","mc88-21","mc87-21","mc86-21","mc85-21","mc84-22","mc83-22","mc82-22","mc81-22","mc80-22","mc79-22","mc78-22","mc77-22","mc76-22","mc75-23","mc74-23","mc73-23","mc72-22","mc71-22","mc70-22","mc69-22","mc68-22","mc67-22","mc66-22","mc65-21","mc64-21","mc63-21","mc62-21","mc61-22","mc60-22","mc59-23","mc58-23","mc57-23","mc56-22","mc55-22","mc54-21","mc53-20","mc52-20","mc51-20","mc50-19","mc49-18","mc48-18","mc47-18","mc46-17","mc45-17","mc44-16","mc43-15","mc42-15","mc41-13","mc40-12","mc39-11","mc38-10","mc37-9","mc36-8","mc35-6","mc34-4","mc33-3","mc32-1","mc31-54","mc30-54","mc29-53","mc28-52","mc27-51","mc26-49","mc25-48","mc24-47","mc23-47","mc22-47","mc21-45","mc20-42","mc19-39","mc18-34","mc17-29","mc16-22","mc15-15","mc14-6","mc13-107","mc12-102","mc11-99","mc10-89","mc9-76","mc8-62","mc7-29","mc6-219","mc5-210","mc4-157","mc3-13","mc2-26"
"HIP023.152","mc100-11","mc99-11","mc98-11","mc97-11","mc96-11","mc95-11","mc94-11","mc93-11","mc92-11","mc91-11","mc90-11","mc89-11","mc88-10","mc87-10","mc86-10","mc85-10","mc84-10","mc83-10","mc82-10","mc81-9","mc80-9","mc79-9","mc78-9","mc77-9","mc76-9","mc75-8","mc74-8","mc73-8","mc72-7","mc71-7","mc70-7","mc69-6","mc68-6","mc67-5","mc66-5","mc65-4","mc64-4","mc63-3","mc62-3","mc61-2","mc60-2","mc59-1","mc58-1","mc57-14","mc56-13","mc55-13","mc54-12","mc53-11","mc52-11","mc51-10","mc50-9","mc49-8","mc48-7","mc47-7","mc46-6","mc45-5","mc44-4","mc43-3","mc42-2","mc41-27","mc40-27","mc39-26","mc38-25","mc37-24","mc36-23","mc35-22","mc34-22","mc33-21","mc32-19","mc31-17","mc30-15","mc29-12","mc28-10","mc27-7","mc26-4","mc25-1","mc24-13","mc23-9","mc22-5","mc21-1","mc20-38","mc19-35","mc18-30","mc17-25","mc16-18","mc15-11","mc14-2","mc13-114","mc12-110","mc11-108","mc10-98","mc9-88","mc8-75","mc7-46","mc6-2","mc5-229","mc4-187","mc3-54","mc2-207"
"HIP023.154","mc100-7","mc99-7","mc98-7","mc97-7","mc96-7","mc95-7","mc94-7","mc93-7","mc92-6","mc91-6","mc90-6","mc89-6","mc88-5","mc87-5","mc86-5","mc85-5","mc84-5","mc83-5","mc82-5","mc81-4","mc80-4","mc79-4","mc78-4","mc77-4","mc76-4","mc75-3","mc74-3","mc73-3","mc72-2","mc71-2","mc70-2","mc69-1","mc68-1","mc67-11","mc66-11","mc65-10","mc64-10","mc63-9","mc62-9","mc61-8","mc60-8","mc59-7","mc58-7","mc57-6","mc56-5","mc55-5","mc54-4","mc53-3","mc52-3","mc51-2","mc50-1","mc49-20","mc48-20","mc47-20","mc46-19","mc45-19","mc44-18","mc43-17","mc42-17","mc41-16","mc40-15","mc39-14","mc38-13","mc37-12","mc36-11","mc35-9","mc34-8","mc33-7","mc32-5","mc31-3","mc30-1","mc29-33","mc28-31","mc27-28","mc26-25","mc25-23","mc24-21","mc23-17","mc22-13","mc21-9","mc20-4","mc19-61","mc18-59","mc17-56","mc16-50","mc15-46","mc14-38","mc13-29","mc12-17","mc11-2","mc10-178","mc9-197","mc8-218","mc7-246","mc6-271","mc5-302","mc4-324","mc3-302","mc2-87"
