"","100","99","98","97","96","95","94","93","92","91","90","89","88","87","86","85","84","83","82","81","80","79","78","77","76","75","74","73","72","71","70","69","68","67","66","65","64","63","62","61","60","59","58","57","56","55","54","53","52","51","50","49","48","47","46","45","44","43","42","41","40","39","38","37","36","35","34","33","32","31","30","29","28","27","26","25","24","23","22","21","20","19","18","17","16","15","14","13","12","11","10","9","8","7","6","5","4","3","2"
"HIP043.5271","mc100-4","mc99-4","mc98-4","mc97-3","mc96-3","mc95-3","mc94-3","mc93-3","mc92-2","mc91-2","mc90-2","mc89-2","mc88-1","mc87-1","mc86-1","mc85-1","mc84-4","mc83-4","mc82-4","mc81-3","mc80-3","mc79-3","mc78-2","mc77-2","mc76-2","mc75-1","mc74-1","mc73-1","mc72-26","mc71-26","mc70-26","mc69-26","mc68-26","mc67-26","mc66-26","mc65-26","mc64-26","mc63-26","mc62-26","mc61-27","mc60-27","mc59-28","mc58-28","mc57-28","mc56-28","mc55-28","mc54-28","mc53-28","mc52-28","mc51-28","mc50-27","mc49-27","mc48-27","mc47-27","mc46-26","mc45-26","mc44-25","mc43-24","mc42-24","mc41-23","mc40-23","mc39-22","mc38-21","mc37-20","mc36-19","mc35-18","mc34-18","mc33-17","mc32-15","mc31-13","mc30-11","mc29-8","mc28-6","mc27-3","mc26-29","mc25-28","mc24-26","mc23-23","mc22-20","mc21-17","mc20-12","mc19-7","mc18-1","mc17-101","mc16-104","mc15-105","mc14-108","mc13-110","mc12-106","mc11-103","mc10-93","mc9-81","mc8-68","mc7-38","mc6-224","mc5-220","mc4-172","mc3-34","mc2-182"
"HIP043.5282","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-34","mc41-34","mc40-35","mc39-34","mc38-33","mc37-32","mc36-32","mc35-31","mc34-31","mc33-31","mc32-29","mc31-27","mc30-25","mc29-22","mc28-20","mc27-17","mc26-14","mc25-11","mc24-8","mc23-4","mc22-89","mc21-93","mc20-98","mc19-101","mc18-105","mc17-108","mc16-114","mc15-120","mc14-126","mc13-134","mc12-143","mc11-149","mc10-157","mc9-160","mc8-169","mc7-169","mc6-148","mc5-102","mc4-18","mc3-78","mc2-205"
"HIP043.5300","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-60","mc25-61","mc24-62","mc23-63","mc22-64","mc21-62","mc20-60","mc19-57","mc18-55","mc17-51","mc16-45","mc15-41","mc14-33","mc13-23","mc12-10","mc11-157","mc10-167","mc9-176","mc8-189","mc7-203","mc6-197","mc5-173","mc4-109","mc3-86","mc2-308"
"HIP043.5303","mc100-14","mc99-14","mc98-14","mc97-14","mc96-14","mc95-14","mc94-14","mc93-14","mc92-14","mc91-14","mc90-14","mc89-14","mc88-13","mc87-13","mc86-13","mc85-13","mc84-13","mc83-13","mc82-13","mc81-12","mc80-12","mc79-12","mc78-12","mc77-12","mc76-12","mc75-12","mc74-12","mc73-12","mc72-11","mc71-11","mc70-11","mc69-11","mc68-11","mc67-10","mc66-10","mc65-9","mc64-9","mc63-8","mc62-8","mc61-7","mc60-7","mc59-6","mc58-6","mc57-5","mc56-4","mc55-4","mc54-3","mc53-2","mc52-2","mc51-1","mc50-38","mc49-39","mc48-39","mc47-39","mc46-40","mc45-41","mc44-41","mc43-42","mc42-43","mc41-45","mc40-46","mc39-45","mc38-45","mc37-45","mc36-46","mc35-46","mc34-46","mc33-46","mc32-47","mc31-47","mc30-47","mc29-46","mc28-44","mc27-42","mc26-40","mc25-39","mc24-37","mc23-35","mc22-32","mc21-30","mc20-26","mc19-22","mc18-16","mc17-10","mc16-3","mc15-124","mc14-132","mc13-140","mc12-151","mc11-165","mc10-179","mc9-198","mc8-219","mc7-247","mc6-273","mc5-304","mc4-326","mc3-306","mc2-96"
"HIP043.5325","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-34","mc41-34","mc40-35","mc39-34","mc38-33","mc37-32","mc36-32","mc35-31","mc34-31","mc33-31","mc32-29","mc31-27","mc30-25","mc29-22","mc28-20","mc27-17","mc26-14","mc25-11","mc24-8","mc23-4","mc22-89","mc21-93","mc20-98","mc19-101","mc18-105","mc17-108","mc16-114","mc15-120","mc14-126","mc13-134","mc12-143","mc11-149","mc10-157","mc9-160","mc8-169","mc7-169","mc6-148","mc5-102","mc4-18","mc3-435","mc2-443"
"HIP043.5329","mc100-20","mc99-20","mc98-20","mc97-21","mc96-21","mc95-21","mc94-21","mc93-21","mc92-22","mc91-22","mc90-22","mc89-22","mc88-23","mc87-23","mc86-23","mc85-23","mc84-24","mc83-24","mc82-24","mc81-25","mc80-25","mc79-25","mc78-26","mc77-26","mc76-26","mc75-27","mc74-27","mc73-27","mc72-28","mc71-28","mc70-28","mc69-29","mc68-29","mc67-30","mc66-30","mc65-31","mc64-31","mc63-32","mc62-32","mc61-33","mc60-33","mc59-34","mc58-34","mc57-35","mc56-36","mc55-36","mc54-37","mc53-38","mc52-38","mc51-38","mc50-39","mc49-40","mc48-41","mc47-41","mc46-42","mc45-43","mc44-43","mc43-44","mc42-45","mc41-47","mc40-48","mc39-47","mc38-48","mc37-50","mc36-51","mc35-53","mc34-53","mc33-54","mc32-55","mc31-57","mc30-59","mc29-61","mc28-60","mc27-62","mc26-61","mc25-62","mc24-63","mc23-64","mc22-65","mc21-63","mc20-61","mc19-58","mc18-56","mc17-52","mc16-46","mc15-42","mc14-34","mc13-24","mc12-11","mc11-76","mc10-65","mc9-49","mc8-27","mc7-80","mc6-36","mc5-226","mc4-182","mc3-47","mc2-81"
"HIP043.5351","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-60","mc25-61","mc24-62","mc23-63","mc22-64","mc21-62","mc20-60","mc19-57","mc18-55","mc17-51","mc16-45","mc15-41","mc14-33","mc13-23","mc12-10","mc11-157","mc10-167","mc9-176","mc8-189","mc7-203","mc6-197","mc5-173","mc4-109","mc3-86","mc2-339"
"HIP043.5360","mc100-1","mc99-1","mc98-1","mc97-6","mc96-6","mc95-6","mc94-6","mc93-6","mc92-5","mc91-5","mc90-5","mc89-5","mc88-4","mc87-4","mc86-4","mc85-4","mc84-3","mc83-3","mc82-3","mc81-2","mc80-2","mc79-2","mc78-1","mc77-1","mc76-1","mc75-10","mc74-10","mc73-10","mc72-9","mc71-9","mc70-9","mc69-9","mc68-9","mc67-8","mc66-8","mc65-7","mc64-7","mc63-6","mc62-6","mc61-5","mc60-5","mc59-4","mc58-4","mc57-3","mc56-2","mc55-2","mc54-1","mc53-35","mc52-35","mc51-35","mc50-35","mc49-36","mc48-36","mc47-36","mc46-36","mc45-37","mc44-37","mc43-38","mc42-39","mc41-40","mc40-41","mc39-40","mc38-40","mc37-40","mc36-40","mc35-40","mc34-40","mc33-40","mc32-38","mc31-37","mc30-37","mc29-35","mc28-33","mc27-30","mc26-27","mc25-25","mc24-23","mc23-19","mc22-16","mc21-12","mc20-7","mc19-2","mc18-108","mc17-112","mc16-119","mc15-126","mc14-134","mc13-142","mc12-153","mc11-167","mc10-182","mc9-201","mc8-224","mc7-253","mc6-285","mc5-325","mc4-369","mc3-399","mc2-329"
"HIP043.5363","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-68","mc25-69","mc24-70","mc23-72","mc22-74","mc21-76","mc20-79","mc19-80","mc18-81","mc17-80","mc16-80","mc15-78","mc14-76","mc13-72","mc12-64","mc11-54","mc10-40","mc9-21","mc8-121","mc7-103","mc6-61","mc5-246","mc4-217","mc3-110","mc2-332"
"HIP043.5365","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-14","mc41-12","mc40-11","mc39-10","mc38-9","mc37-8","mc36-7","mc35-5","mc34-3","mc33-2","mc32-41","mc31-40","mc30-40","mc29-38","mc28-36","mc27-33","mc26-31","mc25-30","mc24-28","mc23-26","mc22-23","mc21-20","mc20-15","mc19-11","mc18-5","mc17-15","mc16-8","mc15-36","mc14-27","mc13-17","mc12-4","mc11-175","mc10-193","mc9-212","mc8-237","mc7-273","mc6-316","mc5-374","mc4-456","mc3-590","mc2-802"
"HIP043.5378","mc100-4","mc99-4","mc98-4","mc97-3","mc96-3","mc95-3","mc94-3","mc93-3","mc92-2","mc91-2","mc90-2","mc89-2","mc88-1","mc87-1","mc86-1","mc85-1","mc84-14","mc83-14","mc82-14","mc81-13","mc80-13","mc79-13","mc78-13","mc77-13","mc76-13","mc75-13","mc74-13","mc73-13","mc72-12","mc71-12","mc70-12","mc69-12","mc68-12","mc67-12","mc66-12","mc65-11","mc64-11","mc63-10","mc62-10","mc61-9","mc60-9","mc59-8","mc58-8","mc57-7","mc56-6","mc55-6","mc54-5","mc53-4","mc52-4","mc51-3","mc50-2","mc49-1","mc48-12","mc47-12","mc46-11","mc45-11","mc44-10","mc43-9","mc42-8","mc41-6","mc40-5","mc39-4","mc38-3","mc37-1","mc36-41","mc35-41","mc34-41","mc33-41","mc32-40","mc31-39","mc30-39","mc29-37","mc28-35","mc27-32","mc26-30","mc25-29","mc24-27","mc23-25","mc22-22","mc21-19","mc20-14","mc19-10","mc18-4","mc17-63","mc16-57","mc15-53","mc14-47","mc13-40","mc12-29","mc11-15","mc10-119","mc9-112","mc8-105","mc7-84","mc6-42","mc5-141","mc4-67","mc3-411","mc2-379"
"HIP043.5383","mc100-17","mc99-17","mc98-17","mc97-17","mc96-17","mc95-17","mc94-17","mc93-17","mc92-17","mc91-17","mc90-17","mc89-17","mc88-18","mc87-18","mc86-18","mc85-18","mc84-19","mc83-19","mc82-19","mc81-19","mc80-19","mc79-19","mc78-19","mc77-19","mc76-19","mc75-20","mc74-20","mc73-20","mc72-19","mc71-19","mc70-19","mc69-19","mc68-19","mc67-19","mc66-19","mc65-18","mc64-18","mc63-17","mc62-17","mc61-16","mc60-16","mc59-16","mc58-16","mc57-16","mc56-15","mc55-15","mc54-14","mc53-13","mc52-13","mc51-13","mc50-12","mc49-11","mc48-10","mc47-10","mc46-9","mc45-9","mc44-8","mc43-7","mc42-6","mc41-4","mc40-3","mc39-2","mc38-1","mc37-46","mc36-47","mc35-47","mc34-47","mc33-47","mc32-48","mc31-49","mc30-49","mc29-48","mc28-46","mc27-44","mc26-42","mc25-41","mc24-39","mc23-38","mc22-37","mc21-35","mc20-31","mc19-27","mc18-22","mc17-17","mc16-10","mc15-3","mc14-45","mc13-36","mc12-24","mc11-9","mc10-108","mc9-99","mc8-91","mc7-66","mc6-22","mc5-248","mc4-219","mc3-116","mc2-803"
"HIP043.5389","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-34","mc41-34","mc40-35","mc39-34","mc38-33","mc37-32","mc36-32","mc35-31","mc34-31","mc33-31","mc32-29","mc31-27","mc30-25","mc29-22","mc28-20","mc27-17","mc26-14","mc25-11","mc24-8","mc23-4","mc22-35","mc21-33","mc20-29","mc19-25","mc18-19","mc17-13","mc16-6","mc15-111","mc14-114","mc13-121","mc12-124","mc11-125","mc10-121","mc9-114","mc8-108","mc7-89","mc6-47","mc5-76","mc4-179","mc3-41","mc2-804"
"HIP043.5396","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-68","mc25-69","mc24-70","mc23-72","mc22-74","mc21-76","mc20-79","mc19-80","mc18-81","mc17-80","mc16-80","mc15-78","mc14-76","mc13-72","mc12-64","mc11-54","mc10-40","mc9-21","mc8-220","mc7-248","mc6-274","mc5-305","mc4-327","mc3-308","mc2-98"
"HIP043.5403","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-68","mc25-69","mc24-70","mc23-72","mc22-74","mc21-76","mc20-79","mc19-80","mc18-81","mc17-80","mc16-80","mc15-78","mc14-76","mc13-72","mc12-64","mc11-54","mc10-40","mc9-21","mc8-121","mc7-103","mc6-61","mc5-320","mc4-351","mc3-354","mc2-211"
"HIP043.5404","mc100-4","mc99-4","mc98-4","mc97-3","mc96-3","mc95-3","mc94-3","mc93-3","mc92-2","mc91-2","mc90-2","mc89-2","mc88-1","mc87-1","mc86-1","mc85-1","mc84-4","mc83-4","mc82-4","mc81-3","mc80-3","mc79-3","mc78-2","mc77-2","mc76-2","mc75-1","mc74-1","mc73-1","mc72-26","mc71-26","mc70-26","mc69-26","mc68-26","mc67-26","mc66-26","mc65-26","mc64-26","mc63-26","mc62-26","mc61-27","mc60-27","mc59-28","mc58-28","mc57-28","mc56-28","mc55-28","mc54-28","mc53-28","mc52-28","mc51-28","mc50-27","mc49-27","mc48-27","mc47-27","mc46-26","mc45-26","mc44-25","mc43-24","mc42-24","mc41-23","mc40-23","mc39-22","mc38-21","mc37-20","mc36-19","mc35-18","mc34-18","mc33-17","mc32-15","mc31-13","mc30-11","mc29-8","mc28-6","mc27-3","mc26-29","mc25-28","mc24-26","mc23-23","mc22-20","mc21-17","mc20-12","mc19-7","mc18-1","mc17-101","mc16-104","mc15-105","mc14-108","mc13-110","mc12-106","mc11-103","mc10-93","mc9-81","mc8-68","mc7-38","mc6-224","mc5-220","mc4-172","mc3-34","mc2-28"
"HIP043.5411","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-68","mc25-69","mc24-70","mc23-72","mc22-74","mc21-76","mc20-79","mc19-80","mc18-81","mc17-80","mc16-80","mc15-78","mc14-76","mc13-72","mc12-64","mc11-54","mc10-40","mc9-21","mc8-121","mc7-103","mc6-61","mc5-320","mc4-351","mc3-354","mc2-211"
"HIP043.5415","mc100-17","mc99-17","mc98-17","mc97-17","mc96-17","mc95-17","mc94-17","mc93-17","mc92-17","mc91-17","mc90-17","mc89-17","mc88-18","mc87-18","mc86-18","mc85-18","mc84-19","mc83-19","mc82-19","mc81-19","mc80-19","mc79-19","mc78-19","mc77-19","mc76-19","mc75-20","mc74-20","mc73-20","mc72-19","mc71-19","mc70-19","mc69-19","mc68-19","mc67-19","mc66-19","mc65-18","mc64-18","mc63-17","mc62-17","mc61-16","mc60-16","mc59-16","mc58-16","mc57-16","mc56-15","mc55-15","mc54-14","mc53-13","mc52-13","mc51-13","mc50-12","mc49-11","mc48-10","mc47-10","mc46-9","mc45-9","mc44-8","mc43-7","mc42-6","mc41-4","mc40-3","mc39-2","mc38-1","mc37-46","mc36-47","mc35-47","mc34-47","mc33-47","mc32-48","mc31-49","mc30-49","mc29-48","mc28-46","mc27-44","mc26-42","mc25-41","mc24-39","mc23-38","mc22-37","mc21-35","mc20-31","mc19-27","mc18-22","mc17-17","mc16-10","mc15-3","mc14-129","mc13-137","mc12-148","mc11-159","mc10-169","mc9-179","mc8-194","mc7-209","mc6-204","mc5-186","mc4-128","mc3-405","mc2-344"
"HIP043.5418","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-14","mc41-12","mc40-11","mc39-10","mc38-9","mc37-8","mc36-7","mc35-5","mc34-3","mc33-2","mc32-41","mc31-40","mc30-40","mc29-38","mc28-36","mc27-33","mc26-31","mc25-30","mc24-28","mc23-26","mc22-23","mc21-20","mc20-15","mc19-11","mc18-5","mc17-15","mc16-8","mc15-110","mc14-113","mc13-119","mc12-121","mc11-120","mc10-114","mc9-105","mc8-98","mc7-74","mc6-30","mc5-375","mc4-457","mc3-591","mc2-805"
"HIP043.5425","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-24","mc80-24","mc79-24","mc78-25","mc77-25","mc76-25","mc75-26","mc74-26","mc73-26","mc72-25","mc71-25","mc70-25","mc69-25","mc68-25","mc67-25","mc66-25","mc65-25","mc64-25","mc63-25","mc62-25","mc61-26","mc60-26","mc59-27","mc58-27","mc57-27","mc56-27","mc55-27","mc54-27","mc53-27","mc52-27","mc51-27","mc50-26","mc49-26","mc48-26","mc47-26","mc46-25","mc45-25","mc44-24","mc43-23","mc42-23","mc41-22","mc40-22","mc39-21","mc38-20","mc37-19","mc36-18","mc35-17","mc34-16","mc33-15","mc32-13","mc31-11","mc30-9","mc29-6","mc28-4","mc27-1","mc26-60","mc25-61","mc24-62","mc23-63","mc22-64","mc21-62","mc20-60","mc19-57","mc18-55","mc17-51","mc16-45","mc15-41","mc14-33","mc13-23","mc12-10","mc11-164","mc10-176","mc9-192","mc8-209","mc7-234","mc6-251","mc5-264","mc4-243","mc3-151","mc2-244"
"HIP043.5434","mc100-14","mc99-14","mc98-14","mc97-14","mc96-14","mc95-14","mc94-14","mc93-14","mc92-14","mc91-14","mc90-14","mc89-14","mc88-13","mc87-13","mc86-13","mc85-13","mc84-13","mc83-13","mc82-13","mc81-12","mc80-12","mc79-12","mc78-12","mc77-12","mc76-12","mc75-12","mc74-12","mc73-12","mc72-11","mc71-11","mc70-11","mc69-11","mc68-11","mc67-10","mc66-10","mc65-9","mc64-9","mc63-8","mc62-8","mc61-7","mc60-7","mc59-6","mc58-6","mc57-5","mc56-4","mc55-4","mc54-3","mc53-2","mc52-2","mc51-1","mc50-38","mc49-39","mc48-39","mc47-39","mc46-40","mc45-41","mc44-41","mc43-42","mc42-43","mc41-45","mc40-46","mc39-45","mc38-45","mc37-45","mc36-46","mc35-46","mc34-46","mc33-46","mc32-47","mc31-47","mc30-47","mc29-46","mc28-44","mc27-42","mc26-40","mc25-39","mc24-37","mc23-35","mc22-32","mc21-30","mc20-26","mc19-22","mc18-16","mc17-10","mc16-3","mc15-39","mc14-30","mc13-20","mc12-7","mc11-139","mc10-142","mc9-141","mc8-145","mc7-132","mc6-97","mc5-35","mc4-355","mc3-362","mc2-228"
"HIP043.5446","mc100-5","mc99-5","mc98-5","mc97-4","mc96-4","mc95-4","mc94-4","mc93-4","mc92-3","mc91-3","mc90-3","mc89-3","mc88-2","mc87-2","mc86-2","mc85-2","mc84-1","mc83-1","mc82-1","mc81-17","mc80-17","mc79-17","mc78-17","mc77-17","mc76-17","mc75-18","mc74-18","mc73-18","mc72-17","mc71-17","mc70-17","mc69-17","mc68-17","mc67-17","mc66-17","mc65-16","mc64-16","mc63-15","mc62-15","mc61-14","mc60-14","mc59-13","mc58-13","mc57-12","mc56-11","mc55-11","mc54-10","mc53-9","mc52-9","mc51-8","mc50-7","mc49-6","mc48-5","mc47-5","mc46-4","mc45-3","mc44-2","mc43-1","mc42-14","mc41-12","mc40-11","mc39-10","mc38-9","mc37-8","mc36-7","mc35-5","mc34-3","mc33-2","mc32-59","mc31-61","mc30-63","mc29-65","mc28-64","mc27-66","mc26-67","mc25-68","mc24-69","mc23-71","mc22-73","mc21-75","mc20-78","mc19-79","mc18-80","mc17-79","mc16-79","mc15-76","mc14-74","mc13-70","mc12-62","mc11-52","mc10-38","mc9-19","mc8-36","mc7-1","mc6-258","mc5-279","mc4-277","mc3-213","mc2-418"
